name,337-10_f,337-11_f,337-12_f,337-13_f,337-14_f,337-15_f,337-16_f,337-17_f,337-18_f,337-19_f,337-1_f,337-20_f,337-21_f,337-22_f,337-23_f,337-24_f,337-2_f,337-3_f,337-4_f,337-5_f,337-6_f,337-7_f,337-8_f,337-9_f
ENSMUSE00000802590,45,72,153,45,16,129,132,45,92,96,72,121,33,0,99,85,63,51,79,56,89,68,115,39
ENSMUSE00000827415,13,15,26,10,4,27,26,10,23,22,23,26,12,0,17,14,13,7,20,14,23,8,25,14
ENSMUSE00000773304,12,14,22,8,2,21,25,10,22,21,21,24,12,0,13,12,11,7,20,12,18,7,23,13
ENSMUSE00001208554,45,73,153,47,16,133,133,45,93,96,75,123,33,0,100,86,64,52,81,56,93,69,117,42
ENSMUSE00000727238,45,73,153,47,16,133,133,45,93,96,75,123,33,0,100,86,63,52,81,56,92,69,117,42
ENSMUSE00000666922,45,72,153,44,16,128,130,43,92,95,71,119,31,0,98,85,62,51,78,55,87,68,112,39
ENSMUSE00001268075,45,73,153,47,16,133,133,45,93,96,75,123,33,0,100,86,63,52,81,56,92,69,115,42
ENSMUSE00001248414,43,70,153,45,16,127,127,41,90,95,71,119,33,0,97,85,59,51,76,55,87,68,109,37
ENSMUSE00000759966,40,62,142,44,15,117,117,42,83,85,63,106,24,0,90,77,56,47,70,48,78,67,102,34
ENSMUSE00000832290,3,0,1,0,2,1,2,2,0,1,2,1,0,0,1,1,9,0,2,6,4,1,1,1
ENSMUSE00000666911,24,31,41,35,14,31,52,56,34,21,190,48,39,0,29,49,71,12,48,59,67,22,72,73
ENSMUSE00001263943,15,26,35,28,6,17,43,39,32,16,129,38,28,0,23,44,40,10,32,37,42,11,50,49
ENSMUSE00001286782,5,15,15,12,3,6,22,22,6,6,61,15,9,0,8,23,12,7,13,16,19,8,26,29
ENSMUSE00001270663,3,5,5,5,0,3,4,11,1,3,48,5,9,0,3,2,15,1,8,11,11,4,15,22
ENSMUSE00001269569,3,3,2,3,0,2,1,6,0,0,21,1,8,0,0,0,5,1,3,3,2,1,2,14
ENSMUSE00001262353,3,3,2,3,0,2,1,6,0,0,20,1,8,0,0,0,5,1,3,3,2,1,2,13
ENSMUSE00001294597,1549,1282,3810,1753,508,2566,3341,3354,2514,1946,4204,3331,2493,0,2259,1888,2796,1365,3746,3323,3481,1215,3923,1347
ENSMUSE00000954554,1549,1282,3810,1753,508,2566,3341,3354,2514,1946,4204,3331,2493,0,2259,1888,2796,1365,3746,3323,3481,1215,3923,1347
ENSMUSE00000956077,351,321,977,276,126,669,859,400,668,490,695,813,321,0,508,457,699,356,1007,579,889,335,1047,202
ENSMUSE00001262627,671,621,1651,657,215,1205,1401,766,1157,841,1467,1329,533,0,945,759,1237,597,1628,983,1460,547,1780,463
ENSMUSE00000950169,229,238,608,286,68,467,508,340,363,298,645,481,225,0,345,256,432,207,610,385,496,194,644,189
ENSMUSE00000959998,159,107,270,132,38,200,196,151,207,108,282,165,94,0,158,117,206,100,248,168,187,64,240,110
ENSMUSE00000400479,1118,766,1060,427,408,1251,755,549,1905,888,715,817,449,0,1010,422,1700,519,676,662,2121,411,574,346
ENSMUSE00000230446,1094,757,1049,412,400,1241,740,543,1876,884,681,810,444,0,999,416,1678,510,660,651,2091,401,558,329
ENSMUSE00000666873,367,288,468,131,130,485,355,248,632,367,304,383,201,0,433,192,662,197,318,336,873,140,256,121
ENSMUSE00000826213,367,288,468,131,130,485,355,248,632,367,304,383,201,0,433,192,662,197,318,336,873,140,256,121
ENSMUSE00000185163,519,318,368,199,187,502,257,202,864,343,252,269,185,0,371,172,646,206,231,192,781,168,186,165
ENSMUSE00000817948,240,148,155,100,88,233,108,84,395,136,116,115,78,0,156,78,285,94,93,85,357,68,72,74
ENSMUSE00000666868,335,365,703,777,138,728,871,1296,638,402,1466,507,1381,0,559,448,564,308,457,1787,830,270,710,386
ENSMUSE00000385931,300,323,599,655,109,636,716,1101,566,359,1273,429,1199,0,476,387,482,277,386,1595,738,233,609,319
ENSMUSE00000714465,118,107,215,256,34,249,279,467,199,129,509,180,531,0,175,164,176,95,167,634,244,88,251,119
ENSMUSE00000585246,11,4,1,6,1,8,11,13,7,3,14,2,19,0,7,9,11,4,4,23,7,0,9,2
ENSMUSE00000806815,172,102,213,282,64,206,153,517,303,113,909,149,421,0,152,81,205,70,154,616,299,73,137,191
ENSMUSE00000185148,919,566,961,1452,413,1025,683,3202,1654,607,3974,729,2378,0,774,471,1198,489,747,2852,1495,373,669,960
ENSMUSE00000817011,82,27,88,111,26,79,57,224,128,47,348,49,166,0,59,34,81,27,64,256,114,27,58,71
ENSMUSE00001281992,919,566,961,1452,413,1025,683,3202,1654,607,3974,729,2378,0,774,471,1198,489,747,2852,1495,373,669,959
ENSMUSE00000836277,174,112,245,327,69,211,165,847,355,128,1171,179,586,0,159,90,241,112,172,754,366,69,167,170
ENSMUSE00000793065,72,45,75,101,81,89,47,257,168,53,255,51,217,0,49,48,111,39,69,171,123,26,41,101
ENSMUSE00001249064,57,35,54,87,71,75,35,207,136,39,198,34,167,0,41,35,93,33,54,125,102,22,33,81
ENSMUSE00000640278,17,18,12,16,9,12,9,13,10,13,17,14,19,0,16,13,19,16,8,15,33,11,11,12
ENSMUSE00000770003,592,574,1160,917,272,1127,1082,991,995,714,1581,940,646,0,914,636,1020,545,820,1368,1453,507,915,668
ENSMUSE00000385921,231,198,438,240,92,397,379,380,338,247,531,338,294,0,309,202,354,198,250,532,551,165,242,169
ENSMUSE00000184817,564,552,1134,869,259,1103,1062,969,967,694,1543,923,636,0,892,626,1000,528,797,1353,1399,492,895,624
ENSMUSE00000802323,3,2,16,10,0,6,30,28,3,1,30,16,36,0,4,29,4,3,12,26,19,1,21,24
ENSMUSE00000742162,3,2,16,10,0,6,30,28,3,1,33,16,37,0,4,30,5,3,12,27,19,1,22,24
ENSMUSE00000960230,3,2,16,10,0,6,30,28,3,1,33,16,37,0,4,30,5,3,12,27,18,1,22,24
ENSMUSE00000942217,25,12,38,8,11,22,45,2,26,12,5,27,1,0,30,32,33,13,18,12,42,11,24,6
ENSMUSE00000452436,5,2,11,0,2,6,12,0,7,1,1,12,0,0,10,7,4,0,6,5,8,1,5,0
ENSMUSE00000823525,8,5,20,0,2,11,21,1,13,3,1,16,1,0,20,14,10,4,10,6,16,3,11,3
ENSMUSE00000841632,8,5,20,0,2,11,21,1,13,3,1,16,1,0,20,14,10,4,10,6,16,3,11,3
ENSMUSE00001200237,1,3,0,4,5,6,9,3,10,0,4,6,0,0,6,6,3,3,2,6,8,9,9,7
ENSMUSE00000666835,0,2,2,2,3,0,0,4,1,0,0,0,1,0,1,0,5,0,0,7,9,1,0,0
ENSMUSE00001316069,8,3,3,1,3,11,2,0,4,3,0,2,3,0,5,3,1,4,4,1,4,2,2,0
ENSMUSE00000792073,147,179,199,56,44,303,145,131,290,155,216,159,105,0,193,71,263,104,110,198,306,97,88,34
ENSMUSE00001228273,145,176,196,56,44,299,143,131,289,152,213,159,104,0,189,69,258,101,110,197,305,97,87,34
ENSMUSE00001316712,171,207,226,66,56,351,172,189,339,188,262,183,124,0,234,83,304,124,136,231,386,126,113,38
ENSMUSE00000837761,144,176,195,56,43,297,143,131,289,150,213,159,103,0,187,69,258,101,109,197,304,97,86,34
ENSMUSE00000754525,901,1306,2590,1396,404,2650,2096,3252,1727,1292,4267,1718,2475,0,1652,1057,1312,827,1429,2923,2027,606,1671,1103
ENSMUSE00000797794,901,1306,2590,1396,404,2650,2096,3252,1726,1292,4267,1718,2475,0,1652,1057,1312,827,1429,2923,2027,606,1671,1103
ENSMUSE00001282103,653,1017,2134,1072,268,2151,1694,2426,1296,1034,3481,1409,1957,0,1307,839,971,636,1149,2412,1595,475,1339,753
ENSMUSE00001276137,811,1228,2450,1280,365,2501,1980,3019,1626,1214,3906,1622,2281,0,1547,997,1223,774,1331,2690,1865,577,1595,1007
ENSMUSE00000831885,38,34,48,48,29,66,48,91,86,53,76,24,81,0,44,41,59,24,37,79,78,24,45,41
ENSMUSE00000523685,43,40,52,52,33,75,57,101,104,64,85,33,91,0,52,42,66,28,43,90,89,27,46,49
ENSMUSE00000784961,24,22,37,36,13,45,28,62,62,33,63,17,62,0,26,30,41,21,27,62,53,19,34,30
ENSMUSE00000523684,43,38,50,51,30,70,53,88,98,60,78,31,85,0,49,40,63,25,41,81,84,25,44,45
ENSMUSE00000523686,28,26,41,39,15,53,29,67,67,37,60,18,64,0,28,31,45,19,28,62,57,20,36,32
ENSMUSE00000768729,7,0,8,1,3,2,6,1,4,4,3,3,1,0,4,2,5,1,0,6,9,3,3,3
ENSMUSE00000503248,13,0,14,3,5,3,16,4,6,6,4,7,2,0,4,3,8,3,3,11,17,3,12,3
ENSMUSE00000837688,4,0,2,0,3,0,1,1,2,1,0,2,1,0,2,1,4,1,0,2,6,1,1,1
ENSMUSE00000775888,4,0,4,1,1,1,8,0,3,1,0,3,1,0,0,1,3,2,2,4,6,0,6,0
ENSMUSE00001310690,4,0,4,1,1,1,8,0,3,1,0,3,1,0,0,1,3,2,2,4,6,0,5,0
ENSMUSE00000801770,3,0,4,2,1,1,6,0,2,0,0,3,1,0,0,0,2,1,3,5,2,0,7,0
ENSMUSE00000779293,1054,689,624,611,629,933,447,1326,1529,678,781,552,856,0,768,360,1267,547,472,680,1345,428,442,781
ENSMUSE00001260446,998,662,582,579,593,885,435,1274,1469,633,750,532,834,0,743,348,1223,523,458,660,1281,416,432,731
ENSMUSE00000355935,1054,689,624,611,629,933,447,1326,1529,678,781,552,856,0,768,360,1267,547,472,680,1345,428,442,781
ENSMUSE00001262379,1054,689,624,611,629,933,447,1326,1529,678,781,552,856,0,768,360,1267,547,472,680,1345,428,442,781
ENSMUSE00000770081,77,61,40,47,54,81,41,124,122,61,47,49,62,0,72,30,102,45,33,56,118,35,35,60
ENSMUSE00000831202,278,152,123,139,162,235,98,267,358,148,174,125,183,0,169,97,294,127,109,141,225,92,71,194
ENSMUSE00001254066,312,482,653,192,141,929,645,252,640,521,292,520,238,0,613,371,522,375,433,252,683,397,574,187
ENSMUSE00001290780,308,479,650,189,141,925,638,250,636,518,288,515,232,0,606,366,517,370,428,250,668,391,568,183
ENSMUSE00000227769,52,79,84,29,10,148,77,50,111,78,35,83,50,0,74,41,74,41,58,48,96,54,85,26
ENSMUSE00001210935,257,413,582,150,94,818,568,187,541,455,238,468,175,0,529,326,449,316,388,214,576,331,522,130
ENSMUSE00000765563,30,43,49,29,34,69,47,46,65,39,34,26,44,0,50,23,36,29,24,21,55,35,29,40
ENSMUSE00000743329,19,32,45,18,28,55,30,31,48,27,25,25,33,0,32,17,28,25,13,14,47,26,22,21
ENSMUSE00001216072,231,385,452,343,88,448,358,820,333,376,643,400,825,0,376,248,288,309,346,512,279,192,397,429
ENSMUSE00000464965,231,385,452,343,88,448,358,820,333,376,643,400,825,0,376,248,288,309,346,512,279,192,397,429
ENSMUSE00000722157,92,179,259,150,35,246,201,373,150,208,348,226,415,0,202,115,141,142,180,263,131,89,211,155
ENSMUSE00001239528,229,381,446,337,88,445,354,810,331,376,631,396,808,0,373,246,287,306,346,498,277,191,395,421
ENSMUSE00001245645,28,55,44,57,21,55,29,120,48,45,73,35,123,0,51,38,31,40,43,69,30,19,42,81
ENSMUSE00001282951,55,80,78,74,27,80,53,189,72,69,127,71,165,0,68,44,70,59,61,97,50,35,67,121
ENSMUSE00001253246,45,63,55,59,19,62,41,138,58,47,95,59,115,0,44,32,52,46,43,73,43,32,48,82
ENSMUSE00000825183,23,36,17,23,4,22,19,72,21,23,37,32,44,0,13,24,14,16,13,18,21,14,24,29
ENSMUSE00000661492,425,340,698,420,154,669,499,1075,933,442,1243,492,816,0,522,298,782,290,516,1031,1014,257,524,306
ENSMUSE00001344515,479,363,742,455,160,710,552,1187,1017,478,1361,531,891,0,563,320,864,322,556,1107,1086,285,564,341
ENSMUSE00000767690,165,154,317,191,68,273,217,475,411,188,551,214,360,0,222,125,361,106,231,430,390,105,257,160
ENSMUSE00000830656,225,190,402,233,92,358,286,607,533,255,680,291,463,0,299,168,465,151,285,576,544,144,322,194
ENSMUSE00000227375,394,317,662,390,147,630,467,1001,894,408,1191,466,776,0,509,283,741,267,484,985,959,246,498,284
ENSMUSE00001306239,226,190,411,235,92,361,291,624,544,259,687,293,472,0,303,171,475,155,285,585,549,146,328,196
ENSMUSE00001279689,37,43,65,45,13,99,48,115,106,38,164,43,85,0,65,32,75,41,52,106,102,35,54,23
ENSMUSE00000756334,55,42,82,66,19,80,67,160,109,62,167,64,105,0,49,42,86,38,66,124,141,20,45,40
ENSMUSE00000227261,85,37,111,56,31,73,67,154,158,45,135,68,127,0,48,44,119,36,60,99,134,24,28,61
ENSMUSE00000781500,20,6,14,8,7,11,13,27,31,5,21,6,17,0,8,11,22,8,15,22,16,6,4,5
ENSMUSE00000778818,32,16,42,19,16,28,34,75,69,25,57,29,50,0,21,16,37,14,21,36,49,9,13,27
ENSMUSE00000666805,832,698,1657,755,326,1213,1115,1642,1539,751,2324,1161,1580,0,930,631,1450,593,1278,1914,1859,534,1086,519
ENSMUSE00000185252,964,784,1887,900,368,1402,1266,1915,1755,864,2675,1312,1784,0,1053,722,1633,672,1422,2249,2098,612,1229,607
ENSMUSE00000742394,124,81,155,143,52,139,116,271,194,100,332,147,255,0,128,96,196,82,167,304,227,74,154,86
ENSMUSE00000780022,111,93,262,104,45,136,136,144,174,90,201,148,169,0,105,92,153,82,163,172,162,64,93,83
ENSMUSE00000775674,187,258,826,89,68,469,330,123,279,201,147,520,136,0,342,209,208,161,372,148,221,112,201,53
ENSMUSE00000363546,187,258,824,89,68,468,328,123,277,201,147,520,133,0,341,208,207,161,371,148,219,112,201,53
ENSMUSE00000794487,82,120,453,44,25,239,169,61,136,106,59,283,61,0,189,103,94,72,199,77,118,48,101,28
ENSMUSE00000816952,496,246,687,74,147,377,309,113,771,235,91,443,71,0,270,186,558,175,437,121,807,147,263,58
ENSMUSE00000519262,493,245,683,72,147,375,307,113,770,235,91,443,67,0,269,186,555,175,436,121,803,147,263,57
ENSMUSE00001273164,491,245,681,72,147,375,307,113,770,235,91,443,67,0,269,186,555,175,435,121,803,147,263,57
ENSMUSE00001225404,376,188,562,58,99,295,257,92,594,189,77,366,47,0,206,146,442,142,337,103,647,110,202,36
ENSMUSE00000844859,170,81,170,19,61,115,85,29,253,63,23,117,24,0,88,54,157,48,146,26,240,44,90,26
ENSMUSE00000523655,184,429,802,193,80,810,637,178,321,406,251,545,119,0,660,417,239,297,439,219,383,245,399,143
ENSMUSE00000523654,184,429,802,193,80,810,637,178,321,406,251,545,119,0,660,417,239,297,439,219,383,245,399,143
ENSMUSE00001299470,158,380,729,161,64,744,562,144,278,364,219,502,102,0,594,369,219,261,401,190,344,217,357,111
ENSMUSE00001303481,21,71,170,24,12,142,142,39,55,76,40,122,9,0,126,80,49,63,110,38,79,51,86,14
ENSMUSE00001384072,4,3,9,5,2,18,7,6,3,1,5,9,5,0,3,14,6,6,5,7,14,6,11,5
ENSMUSE00000665292,10,1,15,67,7,9,16,38,20,3,58,10,28,0,5,21,25,3,9,107,22,8,8,71
ENSMUSE00000666784,3,2,5,13,3,2,6,8,4,1,27,2,8,0,2,5,10,2,2,12,7,3,7,29
ENSMUSE00001094580,2957,1945,1663,713,1274,2757,932,1544,5656,1930,1252,1348,1277,0,1962,682,4163,1917,1460,1025,4060,1287,896,820
ENSMUSE00001074223,2954,1944,1662,713,1274,2756,932,1544,5655,1930,1252,1348,1277,0,1962,681,4162,1916,1459,1024,4060,1286,895,820
ENSMUSE00001084557,0,0,1,0,2,0,0,1,2,0,4,1,1,0,0,0,11,0,2,6,3,1,7,0
ENSMUSE00001451289,0,0,1,0,2,0,0,1,2,0,4,1,1,0,0,0,11,0,2,6,3,1,7,0
ENSMUSE00001461539,0,0,3,0,6,0,2,5,0,0,8,0,3,0,1,1,15,0,4,2,2,5,8,1
ENSMUSE00000718560,47,11,51,69,40,17,41,29,45,28,61,37,16,0,39,38,32,38,51,58,52,39,29,45
ENSMUSE00001350637,0,0,0,0,0,0,1,2,2,0,6,0,3,0,1,0,11,0,2,3,12,1,2,0
ENSMUSE00001356059,224,116,299,47,63,99,134,40,316,160,112,237,66,0,79,88,365,121,342,83,218,36,121,35
ENSMUSE00001346846,157,70,219,33,48,66,104,26,208,111,86,169,38,0,57,65,258,96,258,62,174,19,93,25
ENSMUSE00000901051,9639,4804,22980,2387,2132,6264,10052,3260,16365,7706,7262,19059,3019,0,5049,4512,16801,6415,26323,4879,13758,2709,7855,1439
ENSMUSE00001355427,1834,1081,5978,355,416,1371,2621,433,3553,1714,1113,5123,441,0,1122,1099,3627,1522,6781,771,2990,598,1929,196
ENSMUSE00000387333,9143,4533,21771,2180,1992,6002,9592,2977,15682,7271,6689,18200,2781,0,4800,4223,16059,6006,25135,4478,13065,2568,7521,1324
ENSMUSE00001356590,148,67,228,44,33,65,83,86,241,89,134,176,63,0,58,37,219,70,263,81,138,39,72,27
ENSMUSE00001355916,504,353,2000,470,199,863,1177,902,913,564,2641,1388,788,0,590,490,859,371,1685,1853,1311,260,1080,292
ENSMUSE00001357015,254,192,1175,218,110,416,653,382,455,289,1568,804,338,0,300,265,442,209,980,996,679,129,603,141
ENSMUSE00000184905,485,344,1930,435,193,833,1131,854,877,534,2538,1336,747,0,566,461,827,361,1620,1760,1259,252,1042,279
ENSMUSE00001355456,488,344,1943,441,193,841,1138,857,886,537,2549,1341,753,0,569,469,831,362,1631,1775,1265,253,1047,282
ENSMUSE00001346737,9,13,53,17,8,22,22,24,26,12,75,47,23,0,18,14,28,19,42,47,35,8,27,7
ENSMUSE00001353182,90,49,375,80,20,153,216,164,156,97,388,237,139,0,110,65,141,63,295,323,226,39,194,49
ENSMUSE00000522269,7,4,10,3,3,2,10,8,5,5,10,13,5,0,1,3,8,6,19,9,8,1,4,3
ENSMUSE00001357021,15,17,67,27,2,26,39,35,29,12,95,46,33,0,17,13,15,8,42,61,44,11,50,9
ENSMUSE00001350437,81,62,258,70,29,171,154,185,164,86,365,198,150,0,108,79,140,58,199,285,215,52,132,48
ENSMUSE00000779759,345,257,1019,523,136,497,699,951,581,298,1690,721,725,0,380,331,664,250,963,1214,844,169,658,299
ENSMUSE00000184904,344,256,1011,517,136,495,693,946,575,295,1670,707,720,0,378,328,657,245,957,1199,833,169,655,297
ENSMUSE00000184901,206,152,622,298,92,326,438,526,364,185,1057,439,409,0,234,202,427,169,567,708,528,97,388,181
ENSMUSE00001354667,42,44,183,73,21,97,116,147,82,64,356,123,105,0,57,61,99,34,157,202,147,26,108,54
ENSMUSE00000842664,117,71,309,145,57,163,207,245,195,86,480,225,214,0,118,104,236,88,269,353,281,48,203,102
ENSMUSE00001354058,51,20,74,45,13,40,53,60,80,22,94,47,67,0,37,26,83,33,49,49,105,23,61,32
ENSMUSE00000184890,102,144,622,153,53,301,461,242,176,182,375,405,202,0,219,236,206,129,443,348,263,107,379,102
ENSMUSE00000717802,21,39,149,45,21,77,104,49,51,38,99,127,34,0,62,68,48,35,118,93,71,35,128,33
ENSMUSE00001240944,72,106,446,120,35,196,301,175,128,136,293,297,153,0,159,162,146,83,335,273,188,80,286,75
ENSMUSE00000834840,2,9,45,16,5,19,23,14,12,7,36,25,15,0,17,17,13,6,39,31,19,8,29,6
ENSMUSE00001259125,42,57,257,69,12,94,161,107,63,82,175,146,101,0,83,83,81,44,185,156,102,35,139,38
ENSMUSE00000766265,19,28,127,33,4,32,89,52,41,35,85,75,59,0,38,41,33,25,89,70,50,17,79,19
ENSMUSE00001082856,27,21,108,23,9,52,62,44,21,42,44,58,37,0,36,26,37,14,68,55,39,16,50,14
ENSMUSE00001357657,11,7,41,7,2,15,13,14,6,20,21,18,13,0,16,6,10,8,24,23,14,2,14,7
ENSMUSE00001353457,3,3,11,2,2,4,7,4,1,2,8,6,5,0,3,1,5,0,6,2,1,2,7,0
ENSMUSE00001347290,3,3,12,2,0,5,16,2,3,2,5,5,5,0,4,8,10,2,18,8,6,1,9,4
ENSMUSE00001350694,1,1,10,2,5,13,5,7,5,2,12,10,5,0,4,6,5,1,7,9,6,1,10,2
ENSMUSE00001355459,2,3,17,5,1,12,11,3,4,3,9,9,3,0,2,10,4,1,8,8,4,1,8,0
ENSMUSE00001351961,1,2,8,3,0,3,10,0,3,2,4,4,3,0,0,4,0,0,4,2,0,0,2,0
ENSMUSE00001351419,2,0,4,1,2,0,6,1,1,0,1,4,0,0,2,0,12,0,1,10,11,5,4,0
ENSMUSE00000184916,2,0,6,2,1,1,11,0,1,0,3,4,1,0,6,1,9,1,3,13,6,4,12,0
ENSMUSE00001346985,2,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,6,0,0,2,4,0,1,0
ENSMUSE00000403004,468,543,3073,634,162,1222,2644,952,943,574,3028,1716,749,0,665,842,837,346,1679,2069,1449,303,2094,338
ENSMUSE00001355470,139,180,986,208,53,387,823,289,258,172,1043,533,249,0,185,252,215,90,462,747,431,78,584,111
ENSMUSE00001354334,468,543,3073,634,162,1222,2644,952,943,574,3028,1716,749,0,665,842,837,346,1679,2069,1449,303,2094,338
ENSMUSE00000299146,495,563,3174,680,175,1268,2741,981,1009,600,3093,1765,766,0,688,889,878,361,1733,2108,1539,315,2187,360
ENSMUSE00001357472,88,112,669,129,19,271,550,183,170,111,591,351,163,0,129,165,141,62,304,461,289,52,380,68
ENSMUSE00001347673,89,102,587,126,11,223,510,237,187,110,839,286,167,0,154,161,186,77,374,485,296,53,418,71
ENSMUSE00001351948,41,50,337,49,7,126,302,123,108,63,490,164,96,0,76,89,105,44,223,282,173,35,244,35
ENSMUSE00001355710,34,51,269,45,11,101,209,77,89,62,199,145,49,0,64,70,69,32,140,145,109,24,189,24
ENSMUSE00001350703,44,38,264,47,20,97,262,70,78,47,187,141,64,0,58,74,70,25,144,137,109,38,170,23
ENSMUSE00000416201,12,5,49,29,5,18,24,17,18,6,20,17,5,0,11,17,34,10,19,21,45,9,16,11
ENSMUSE00000738756,8,4,29,27,1,15,19,9,17,4,12,9,3,0,7,13,13,5,12,8,31,4,11,7
ENSMUSE00001350534,9,14,27,56,5,13,10,7,11,15,47,10,12,0,15,19,10,21,19,15,22,19,16,24
ENSMUSE00000735595,229,158,846,296,75,420,681,630,413,242,1309,550,548,0,278,339,355,174,714,1322,546,151,668,153
ENSMUSE00000778544,399,260,1223,512,144,624,1049,969,646,373,1826,780,794,0,415,556,537,269,1005,1672,828,215,971,314
ENSMUSE00001243314,1487,1284,5269,2125,586,2725,4672,3395,2651,1677,7029,3349,2593,0,1874,2382,2323,1204,3965,5121,3548,958,4338,1219
ENSMUSE00001302612,144,81,426,176,52,210,348,349,250,133,710,283,329,0,149,182,217,105,367,880,328,81,315,90
ENSMUSE00000814104,93,91,434,150,45,227,363,337,196,129,678,294,232,0,140,175,162,78,372,491,262,70,379,85
ENSMUSE00001354633,8,6,36,6,4,24,27,14,5,5,39,15,11,0,6,10,13,3,18,30,17,9,25,0
ENSMUSE00001205551,41,36,147,67,31,74,118,119,89,48,211,96,77,0,58,63,63,25,106,153,101,20,100,42
ENSMUSE00000818635,60,82,319,100,13,160,265,180,142,94,449,220,118,0,112,113,119,65,243,305,208,58,284,53
ENSMUSE00000813578,13,6,50,27,1,24,25,34,29,15,80,32,26,0,18,21,21,8,34,43,33,10,40,7
ENSMUSE00001346454,37,31,72,52,11,51,77,65,51,22,107,81,36,0,27,51,31,20,59,53,78,22,72,25
ENSMUSE00001354269,14,21,54,16,8,30,39,38,46,26,96,31,21,0,24,37,31,26,52,44,44,7,45,11
ENSMUSE00001350128,24,17,77,42,7,45,59,72,39,37,96,34,53,0,33,36,30,21,39,72,41,11,46,26
ENSMUSE00000951275,48,26,91,42,11,48,63,111,42,29,143,43,86,0,37,66,35,30,65,86,49,15,67,52
ENSMUSE00001354329,27,17,50,22,8,27,39,53,23,16,80,30,53,0,24,38,20,12,37,50,33,9,36,32
ENSMUSE00000781055,38,54,161,94,12,103,138,124,105,70,240,94,101,0,63,75,84,46,119,141,112,27,124,42
ENSMUSE00001355118,6,10,20,15,1,14,32,16,10,9,39,18,18,0,7,19,14,7,18,24,20,2,20,7
ENSMUSE00001353279,4,3,57,10,3,18,24,23,15,12,77,30,15,0,23,19,7,17,28,57,20,8,38,4
ENSMUSE00000952867,31,26,52,28,15,39,80,12,50,37,46,42,11,0,34,50,32,31,42,31,81,32,99,26
ENSMUSE00001350350,0,0,1,2,1,5,0,3,2,0,2,3,3,0,0,0,8,1,2,6,2,1,8,0
ENSMUSE00001013925,13,14,46,18,6,36,29,20,26,27,36,16,20,0,28,24,15,17,48,20,21,18,19,19
ENSMUSE00000717275,5,1,13,10,0,11,8,8,10,5,21,3,7,0,5,14,0,2,7,9,8,3,13,11
ENSMUSE00000301578,0,1,1,0,4,0,0,3,3,0,4,0,0,0,0,4,14,0,1,11,5,3,4,1
ENSMUSE00000554399,74,98,464,298,29,246,601,570,108,134,1001,297,413,0,193,253,138,84,254,760,220,97,597,185
ENSMUSE00001299526,73,96,459,294,25,241,597,569,107,133,994,294,412,0,192,250,125,80,253,753,216,94,591,184
ENSMUSE00000795287,5,3,24,14,2,9,28,29,4,9,58,15,25,0,10,18,6,5,22,54,15,9,42,10
ENSMUSE00000554379,15,19,116,54,4,50,127,129,14,24,269,69,91,0,42,51,22,15,56,199,31,16,127,26
ENSMUSE00001311002,54,66,313,198,16,161,389,423,67,84,735,196,298,0,129,161,80,54,163,577,139,45,416,128
ENSMUSE00001209071,58,79,345,227,19,187,450,455,90,103,724,219,325,0,147,188,93,63,177,563,170,64,463,142
ENSMUSE00001355076,15,15,72,50,8,30,83,90,13,14,167,47,43,0,24,38,19,14,31,110,27,13,93,32
ENSMUSE00000416033,22,201,1293,231,25,438,1186,437,93,227,1658,881,261,0,350,511,100,143,916,798,193,132,1011,113
ENSMUSE00000416010,22,201,1293,231,25,438,1186,437,93,227,1658,881,260,0,350,511,100,143,916,798,193,132,1010,113
ENSMUSE00000302408,22,201,1292,231,25,437,1186,436,93,227,1657,880,260,0,350,511,100,143,916,798,193,131,1008,113
ENSMUSE00001356290,2,1,28,3,0,8,23,5,1,4,27,13,0,0,7,14,0,3,26,12,1,3,19,7
ENSMUSE00001353350,3,31,187,32,5,79,191,88,15,39,280,118,58,0,52,58,24,25,138,136,35,27,161,11
ENSMUSE00000358284,47,107,454,542,27,323,554,1727,73,100,3784,256,1365,0,152,285,112,51,193,2591,182,80,488,315
ENSMUSE00001351117,0,2,16,28,0,3,12,36,1,0,204,7,37,0,5,13,0,1,6,109,1,1,15,11
ENSMUSE00000814310,26,58,189,105,5,194,211,426,34,53,629,93,388,0,80,110,36,26,60,441,59,31,173,88
ENSMUSE00000732457,5,6,24,17,2,21,28,65,1,1,143,15,65,0,4,18,5,0,12,92,8,6,24,6
ENSMUSE00000797921,2,12,36,13,1,43,31,71,7,15,83,14,61,0,15,14,6,8,11,58,8,4,32,18
ENSMUSE00000438124,553,1763,2858,358,189,4604,1985,976,1137,1712,2548,1799,734,0,2266,833,1078,1064,1362,1419,1269,1012,1453,273
ENSMUSE00001006991,707,2118,3374,463,247,5466,2327,1254,1356,2068,3143,2118,880,0,2785,1022,1367,1310,1598,1664,1576,1229,1718,361
ENSMUSE00001349134,36,111,140,25,7,266,101,55,63,113,135,83,41,0,148,41,61,64,73,76,77,52,68,19
ENSMUSE00001355861,10,24,27,3,4,39,21,10,11,16,25,22,8,0,8,8,10,7,14,11,11,12,12,0
ENSMUSE00001352856,121,294,428,58,55,678,279,182,158,265,414,252,130,0,405,146,183,158,214,200,225,175,204,49
