# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-f" "-g" "ID" "-p" "-O" "-a" "/gpfs/group/pipkin/Exp337/codes/GRCm38_exon_rmdup_srt_cb_srt_dupr_f.gff" "-o" "337-17_f.txt" "/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-17_neg_pSrt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-17_neg_pSrt.bam
ENSMUSE00001347695	6	68680379	68680848	+	470	0
ENSMUSE00001093746	6	68680562	68680848	+	287	0
ENSMUSE00001355128	6	68810669	68810853	+	185	0
ENSMUSE00000698531	6	68902981	68903266	+	286	0
ENSMUSE00001355368	6	68909406	68909857	+	452	0
ENSMUSE00000663195	6	68939602	68940067	+	466	0
ENSMUSE00001356861	6	68979198	68979663	+	466	0
ENSMUSE00001348562	6	69009143	69009513	+	371	0
ENSMUSE00001355067	6	69051617	69051816	+	200	0
ENSMUSE00001357530	6	69086185	69086487	+	303	0
ENSMUSE00001350921	6	69137866	69138332	+	467	0
ENSMUSE00001351511	6	69177423	69177787	+	365	0
ENSMUSE00001346947	6	69190083	69190282	+	200	0
ENSMUSE00001357797	6	69235758	69236158	+	401	0
ENSMUSE00001356892	6	69362725	69363187	+	463	0
ENSMUSE00001350901	6	69392424	69392870	+	447	0
ENSMUSE00001353238	6	69409506	69409929	+	424	0
ENSMUSE00000945653	6	69516339	69516629	+	291	56
ENSMUSE00001347938	6	69516481	69516550	+	70	56
ENSMUSE00001348889	6	69523554	69524016	+	463	0
ENSMUSE00001351793	6	69569737	69570159	+	423	0
ENSMUSE00001355389	6	69581244	69581452	+	209	0
ENSMUSE00001356932	6	69599887	69600316	+	430	0
ENSMUSE00001356438	6	69617048	69617477	+	430	0
ENSMUSE00001348489	6	69661094	69661468	+	375	0
ENSMUSE00001357155	6	69693295	69693612	+	318	0
ENSMUSE00001347815	6	70129652	70130638	+	987	0
ENSMUSE00000687932	6	70295177	70295406	+	230	0
ENSMUSE00000629255	6	70424162	70424433	+	272	0
ENSMUSE00001355021	6	70437111	70438456	+	1346	0
ENSMUSE00001353050	6	70459665	70461005	+	1341	0
ENSMUSE00001347623	6	70495383	70495530	+	148	0
ENSMUSE00001033522	6	70518250	70518849	+	600	0
ENSMUSE00001354222	6	70553239	70553862	+	624	0
ENSMUSE00001355751	6	70572633	70573230	+	598	0
ENSMUSE00001067297	6	70588189	70588777	+	589	0
ENSMUSE00001352385	6	70588875	70589452	+	578	0
ENSMUSE00001354738	6	70607437	70608036	+	600	0
ENSMUSE00000904071	6	70607738	70608036	+	299	0
ENSMUSE00001347734	6	70642405	70642979	+	575	0
ENSMUSE00001352286	6	70663275	70663895	+	621	0
ENSMUSE00000999916	6	70671788	70672377	+	590	0
ENSMUSE00001025487	6	70686946	70687534	+	589	0
ENSMUSE00001348695	6	70698449	70699067	+	619	0
ENSMUSE00001082399	6	70703578	70704177	+	600	0
ENSMUSE00001356802	6	70719074	70740554	+	21481	5
ENSMUSE00000663325	6	70722562	70722599	+	38	0
ENSMUSE00000663326	6	70722916	70722958	+	43	0
ENSMUSE00001357560	6	70722916	70722954	+	39	0
ENSMUSE00000663327	6	70723223	70723258	+	36	0
ENSMUSE00001355424	6	70723223	70723260	+	38	0
ENSMUSE00000663328	6	70723548	70723585	+	38	0
ENSMUSE00000663329	6	70723886	70723927	+	42	0
ENSMUSE00001352018	6	70723886	70723923	+	38	0
ENSMUSE00000663330	6	70726435	70726966	+	532	1
ENSMUSE00000419082	6	70844515	70905245	+	60731	6388
ENSMUSE00000419058	6	70844553	70864825	+	20273	2406
ENSMUSE00001351907	6	70844556	70845619	+	1064	120
ENSMUSE00000522975	6	70855444	70855579	+	136	36
ENSMUSE00000872094	6	70878561	70893436	+	14876	2064
ENSMUSE00000860418	6	70896764	70900258	+	3495	292
ENSMUSE00000853065	6	70956531	70961063	+	4533	0
ENSMUSE00000560024	6	70956606	70961066	+	4461	0
ENSMUSE00000710832	6	71124610	71124963	+	354	16
ENSMUSE00001367696	6	71164799	71166119	+	1321	0
ENSMUSE00000457984	6	71199827	71205023	+	5197	0
ENSMUSE00001317548	6	71271671	71271801	+	131	1
ENSMUSE00001368411	6	71271677	71285319	+	13643	132
ENSMUSE00001366177	6	71271701	71284240	+	12540	116
ENSMUSE00000511742	6	71272019	71285319	+	13301	131
ENSMUSE00001366219	6	71276494	71279348	+	2855	19
ENSMUSE00001067886	6	71282280	71285318	+	3039	30
ENSMUSE00000654106	6	71293765	71302880	+	9116	3
ENSMUSE00000456561	6	71322788	71337494	+	14707	317
ENSMUSE00001366654	6	71349331	71349729	+	399	0
ENSMUSE00001364763	6	71353035	71373284	+	20250	1945
ENSMUSE00000451870	6	71373427	71379169	+	5743	1529
ENSMUSE00001365001	6	71373548	71377607	+	4060	1121
ENSMUSE00000451855	6	71373553	71379173	+	5621	1502
ENSMUSE00001366715	6	71451992	71458998	+	7007	0
ENSMUSE00000416224	6	71493894	71510881	+	16988	559
ENSMUSE00001310108	6	71493910	71510881	+	16972	559
ENSMUSE00001281409	6	71503886	71507156	+	3271	67
ENSMUSE00000807341	6	71543797	71581579	+	37783	945
ENSMUSE00000793820	6	71543852	71560952	+	17101	385
ENSMUSE00001365444	6	71543892	71574205	+	30314	636
ENSMUSE00001278180	6	71543917	71582609	+	38693	974
ENSMUSE00001278504	6	71544353	71574127	+	29775	611
ENSMUSE00000749796	6	71577589	71579819	+	2231	82
ENSMUSE00001372472	6	71683298	71683885	+	588	0
ENSMUSE00000710095	6	71707561	71810710	+	103150	8
ENSMUSE00000717624	6	71707870	71810246	+	102377	8
ENSMUSE00001372334	6	71790668	71793476	+	2809	0
ENSMUSE00001372998	6	71802888	71804151	+	1264	0
ENSMUSE00000433023	6	71831331	71875244	+	43914	485
ENSMUSE00001214685	6	71831333	71877385	+	46053	528
ENSMUSE00000879460	6	71831379	71855186	+	23808	185
ENSMUSE00001372227	6	71863549	71867024	+	3476	41
ENSMUSE00001375862	6	71870029	71873078	+	3050	71
ENSMUSE00001371536	6	71871133	71875254	+	4122	110
ENSMUSE00001374368	6	71871497	71874532	+	3036	44
ENSMUSE00001023937	6	71871536	71877388	+	5853	136
ENSMUSE00001375406	6	71909053	71955150	+	46098	761
ENSMUSE00000442941	6	71909061	71982475	+	73415	1591
ENSMUSE00001371931	6	71909069	71921420	+	12352	225
ENSMUSE00001371892	6	71912392	71955035	+	42644	695
ENSMUSE00001374132	6	71926094	71926711	+	618	40
ENSMUSE00001371698	6	71931181	71931772	+	592	14
ENSMUSE00001373041	6	71935992	71941538	+	5547	51
ENSMUSE00001373665	6	71948360	71954836	+	6477	176
ENSMUSE00001372650	6	71948361	71949754	+	1394	42
ENSMUSE00000442870	6	71961540	71984935	+	23396	775
ENSMUSE00000654011	6	72097592	72154571	+	56980	23
ENSMUSE00000425445	6	72097623	72154571	+	56949	23
ENSMUSE00000425416	6	72097757	72147150	+	49394	18
ENSMUSE00001328977	6	72104201	72106813	+	2613	1
ENSMUSE00001372144	6	72162849	72167707	+	4859	0
ENSMUSE00001309711	6	72304610	72314371	+	9762	0
ENSMUSE00000459994	6	72304620	72314367	+	9748	0
ENSMUSE00001217550	6	72306406	72314045	+	7640	0
ENSMUSE00001371681	6	72347317	72351216	+	3900	129
ENSMUSE00001371307	6	72347326	72349175	+	1850	58
ENSMUSE00000459544	6	72347334	72353148	+	5815	179
ENSMUSE00001365959	6	72347367	72350617	+	3251	116
ENSMUSE00000459519	6	72355447	72359762	+	4316	34
ENSMUSE00001257539	6	72355474	72358401	+	2928	21
ENSMUSE00001374684	6	72356129	72359301	+	3173	27
ENSMUSE00001299788	6	72356226	72358752	+	2527	18
ENSMUSE00000428508	6	72414308	72430712	+	16405	99
ENSMUSE00000428487	6	72414341	72430401	+	16061	97
ENSMUSE00001373500	6	72417855	72430242	+	12388	71
ENSMUSE00001212891	6	72417906	72424040	+	6135	31
ENSMUSE00000428430	6	72426617	72429258	+	2642	19
ENSMUSE00001371246	6	72439051	72440610	+	1560	10
ENSMUSE00000707236	6	72544391	72562983	+	18593	68
ENSMUSE00001258546	6	72544537	72562983	+	18447	68
ENSMUSE00000735689	6	72549432	72557741	+	8310	23
ENSMUSE00000736344	6	72549458	72555635	+	6178	15
ENSMUSE00000826099	6	72555979	72557847	+	1869	7
ENSMUSE00000432120	6	72598475	72608425	+	9951	13
ENSMUSE00000431879	6	72598628	72607381	+	8754	13
ENSMUSE00000951213	6	72604373	72606389	+	2017	6
ENSMUSE00001210963	6	72605972	72607442	+	1471	5
ENSMUSE00000840823	6	72606645	72607211	+	567	2
ENSMUSE00000927724	6	72609836	72616190	+	6355	3
ENSMUSE00000793950	6	72629288	72636483	+	7196	5
ENSMUSE00000697959	6	72629837	72637366	+	7530	5
ENSMUSE00000697957	6	72636253	72637717	+	1465	0
ENSMUSE00001341423	6	72652320	72653600	+	1281	0
ENSMUSE00000697950	6	72699214	72705090	+	5877	1
ENSMUSE00001146885	6	72953236	72957247	+	4012	34
ENSMUSE00001364821	6	73012043	73020360	+	8318	12
ENSMUSE00001367531	6	73223050	73225064	+	2015	0
ENSMUSE00000804500	6	73248382	73276911	+	28530	123
ENSMUSE00000775018	6	73248652	73264273	+	15622	76
ENSMUSE00001301074	6	73248660	73276904	+	28245	123
ENSMUSE00001244890	6	73248661	73263051	+	14391	74
ENSMUSE00001281653	6	73260360	73264269	+	3910	15
ENSMUSE00001070838	6	73392142	73392243	+	102	1
ENSMUSE00000970329	6	74340950	74341081	+	132	0
ENSMUSE00001208753	6	75201988	75202970	+	983	0
ENSMUSE00001366135	6	76121627	76122899	+	1273	0
ENSMUSE00001346675	6	76181709	76181820	+	112	0
ENSMUSE00001365761	6	76284416	76284929	+	514	9
ENSMUSE00001370051	6	76496082	76497524	+	1443	1
ENSMUSE00000848908	6	77242689	77257791	+	15103	2
ENSMUSE00000853975	6	77242697	77245517	+	2821	0
ENSMUSE00000868149	6	77242718	77245511	+	2794	0
ENSMUSE00000863594	6	77242922	77244112	+	1191	0
ENSMUSE00001367318	6	77984516	77986568	+	2053	1
ENSMUSE00001003872	6	78215878	78217113	+	1236	28
ENSMUSE00001367115	6	78370657	78372898	+	2242	3
ENSMUSE00001062155	6	78370861	78373466	+	2606	4
ENSMUSE00001366570	6	78372531	78373418	+	888	1
ENSMUSE00000653877	6	78380709	78383827	+	3119	0
ENSMUSE00001368390	6	78395623	78407681	+	12059	8
ENSMUSE00000267896	6	78405158	78408106	+	2949	2
ENSMUSE00001368720	6	78422711	78428667	+	5957	0
ENSMUSE00000267304	6	78422771	78428667	+	5897	0
ENSMUSE00001310398	6	78482693	78483664	+	972	1
ENSMUSE00001367606	6	79032044	79035869	+	3826	1
ENSMUSE00001368181	6	79048116	79048824	+	709	0
ENSMUSE00001367021	6	79541208	79541967	+	760	0
ENSMUSE00001367216	6	79688845	79710914	+	22070	1
ENSMUSE00001021958	6	79817916	79818364	+	449	0
ENSMUSE00000798015	6	80018877	80810143	+	791267	90
ENSMUSE00000791328	6	80018888	80021756	+	2869	0
ENSMUSE00000756783	6	80018918	80024924	+	6007	0
ENSMUSE00000826024	6	80018918	80810141	+	791224	90
ENSMUSE00000967054	6	80019048	80025909	+	6862	0
ENSMUSE00000754518	6	80019342	80021923	+	2582	0
ENSMUSE00001078414	6	80019643	80024932	+	5290	0
ENSMUSE00001364894	6	80048676	80051329	+	2654	0
ENSMUSE00001370010	6	80217451	80219476	+	2026	0
ENSMUSE00001366049	6	80268496	80272045	+	3550	0
ENSMUSE00001369669	6	80302613	80304368	+	1756	0
ENSMUSE00001365613	6	80319192	80320853	+	1662	0
ENSMUSE00001364779	6	80445350	80447836	+	2487	0
ENSMUSE00001366461	6	80514594	80517314	+	2721	0
ENSMUSE00001364689	6	80655029	80659103	+	4075	3
ENSMUSE00001368083	6	80827138	80829806	+	2669	0
ENSMUSE00000522437	6	81638311	81638469	+	159	0
ENSMUSE00000847955	6	81806791	81806908	+	118	0
ENSMUSE00000411889	6	81923669	81959915	+	36247	287
ENSMUSE00001216860	6	81923673	81959256	+	35584	285
ENSMUSE00001239820	6	81923680	81944219	+	20540	169
ENSMUSE00001369908	6	81930715	81931167	+	453	10
ENSMUSE00000747688	6	81932869	81934296	+	1428	18
ENSMUSE00000739468	6	81941354	81943724	+	2371	24
ENSMUSE00001273941	6	81946503	81958062	+	11560	91
ENSMUSE00001308932	6	81949682	81956953	+	7272	56
ENSMUSE00001364989	6	81984321	81991793	+	7473	2
ENSMUSE00001366610	6	81990841	81992413	+	1573	0
ENSMUSE00000733466	6	82041043	82091895	+	50853	4
ENSMUSE00000242990	6	82041623	82093099	+	51477	3
ENSMUSE00000358107	6	82041688	82047150	+	5463	1
ENSMUSE00001365677	6	82242174	82242845	+	672	0
ENSMUSE00001364664	6	82402334	82405364	+	3031	0
ENSMUSE00000472892	6	82402475	82560099	+	157625	14
ENSMUSE00000242934	6	82402787	82560104	+	157318	14
ENSMUSE00001366863	6	82680132	82694822	+	14691	0
ENSMUSE00000909564	6	82764282	82767288	+	3007	0
ENSMUSE00001364962	6	82823214	82837218	+	14005	1
ENSMUSE00001366736	6	82831434	82841371	+	9938	0
ENSMUSE00000697618	6	82946902	83030183	+	83282	12
ENSMUSE00001368323	6	82952780	82953137	+	358	0
ENSMUSE00001369907	6	82991645	82993111	+	1467	0
ENSMUSE00001370032	6	83026338	83030309	+	3972	3
ENSMUSE00000837490	6	83028251	83029823	+	1573	1
ENSMUSE00000194619	6	83034173	83052562	+	18390	2
ENSMUSE00001366252	6	83038400	83045096	+	6697	0
ENSMUSE00001315155	6	83049711	83049773	+	63	0
ENSMUSE00000777428	6	83049868	83050667	+	800	2
ENSMUSE00000615365	6	83054521	83057808	+	3288	622
ENSMUSE00001364640	6	83054646	83057686	+	3041	606
ENSMUSE00001366197	6	83054714	83056434	+	1721	336
ENSMUSE00001364579	6	83054729	83056355	+	1627	321
ENSMUSE00001043769	6	83054731	83057682	+	2952	606
ENSMUSE00001369377	6	83054731	83055169	+	439	106
ENSMUSE00001368148	6	83054738	83055515	+	778	171
ENSMUSE00001368798	6	83055391	83056117	+	727	176
ENSMUSE00001368562	6	83055714	83056313	+	600	156
ENSMUSE00001365281	6	83056410	83057644	+	1235	315
ENSMUSE00001366662	6	83056512	83056837	+	326	116
ENSMUSE00001370023	6	83056848	83057393	+	546	203
ENSMUSE00001370104	6	83056853	83057682	+	830	236
ENSMUSE00001366303	6	83057221	83057676	+	456	129
ENSMUSE00000430120	6	83057844	83067318	+	9475	226
ENSMUSE00000241729	6	83058097	83059988	+	1892	100
ENSMUSE00000956955	6	83077869	83078995	+	1127	24
ENSMUSE00000946989	6	83078346	83080855	+	2510	75
ENSMUSE00001292002	6	83078390	83080847	+	2458	75
ENSMUSE00000576789	6	83078630	83080854	+	2225	72
ENSMUSE00001235765	6	83078691	83080757	+	2067	69
ENSMUSE00001369479	6	83078718	83079710	+	993	32
ENSMUSE00000952581	6	83080020	83080854	+	835	31
ENSMUSE00000241466	6	83086367	83088243	+	1877	2
ENSMUSE00000792158	6	83087338	83088096	+	759	1
ENSMUSE00000697511	6	83101601	83108394	+	6794	76
ENSMUSE00001369530	6	83101617	83109939	+	8323	149
ENSMUSE00001367643	6	83101658	83103854	+	2197	39
ENSMUSE00000740348	6	83107101	83107834	+	734	19
ENSMUSE00000697503	6	83109040	83109939	+	900	51
ENSMUSE00000726247	6	83109120	83109939	+	820	42
ENSMUSE00000359569	6	83115496	83118898	+	3403	155
ENSMUSE00000811870	6	83116516	83117351	+	836	52
ENSMUSE00001364955	6	83122520	83124397	+	1878	1
ENSMUSE00000745045	6	83135463	83149558	+	14096	0
ENSMUSE00000241013	6	83135812	83152579	+	16768	0
ENSMUSE00001232726	6	83142564	83147675	+	5112	0
ENSMUSE00001367823	6	83147835	83150240	+	2406	0
ENSMUSE00000768620	6	83150755	83152208	+	1454	0
ENSMUSE00001392948	6	83151310	83152275	+	966	0
ENSMUSE00000709328	6	83349147	83358396	+	9250	145
ENSMUSE00001212099	6	83349216	83360136	+	10921	166
ENSMUSE00000369757	6	83349491	83350400	+	910	21
ENSMUSE00000815536	6	83349520	83353197	+	3678	75
ENSMUSE00000723549	6	83351040	83358416	+	7377	109
ENSMUSE00001244579	6	83352095	83358333	+	6239	86
ENSMUSE00000726197	6	83353313	83359247	+	5935	73
ENSMUSE00000517670	6	83441755	83448322	+	6568	5
ENSMUSE00000426465	6	83441810	83445360	+	3551	1
ENSMUSE00000889159	6	83441812	83442640	+	829	0
ENSMUSE00001372548	6	83568039	83588123	+	20085	6
ENSMUSE00001317421	6	83702491	83702677	+	187	0
ENSMUSE00001313840	6	83703518	83703983	+	466	0
ENSMUSE00001314775	6	83710739	83710932	+	194	0
ENSMUSE00000238150	6	83711264	83738313	+	27050	3
ENSMUSE00000846505	6	83721296	83721392	+	97	0
ENSMUSE00000347494	6	83742990	83758855	+	15866	4
ENSMUSE00001374405	6	83743049	83750777	+	7729	1
ENSMUSE00001372490	6	83743064	83751305	+	8242	1
ENSMUSE00000238026	6	83743094	83754759	+	11666	3
ENSMUSE00001373940	6	83751833	83753866	+	2034	2
ENSMUSE00001370672	6	83757139	83758232	+	1094	0
ENSMUSE00000615106	6	83762644	83768326	+	5683	0
ENSMUSE00000237906	6	83762686	83768037	+	5352	0
ENSMUSE00000356575	6	83794982	83802556	+	7575	34
ENSMUSE00001279638	6	83795028	83803420	+	8393	36
ENSMUSE00000765939	6	83795161	83798621	+	3461	20
ENSMUSE00001217957	6	83795208	83802334	+	7127	34
ENSMUSE00001375199	6	83796242	83796993	+	752	5
ENSMUSE00000741632	6	83797950	83799365	+	1416	15
ENSMUSE00001254377	6	83797983	83801132	+	3150	17
ENSMUSE00001373574	6	83802148	83804018	+	1871	6
ENSMUSE00001366816	6	83841682	83842228	+	547	0
ENSMUSE00001368691	6	83867109	83929122	+	62014	297
ENSMUSE00001366940	6	83867110	83943021	+	75912	458
ENSMUSE00001375986	6	83870065	83872287	+	2223	3
ENSMUSE00001365867	6	83896959	83897322	+	364	0
ENSMUSE00000888772	6	83914367	83989550	+	75184	1227
ENSMUSE00001364990	6	83914371	83931843	+	17473	358
ENSMUSE00001367558	6	83914371	83943033	+	28663	444
ENSMUSE00000194360	6	83914373	83986871	+	72499	1186
ENSMUSE00001365858	6	83914395	83915896	+	1502	51
ENSMUSE00000194351	6	83928855	83986871	+	58017	924
ENSMUSE00001365132	6	83942640	83944719	+	2080	53
ENSMUSE00000194364	6	83947898	83969231	+	21334	104
ENSMUSE00001366603	6	83962047	83966846	+	4800	21
ENSMUSE00001366163	6	83962277	83965048	+	2772	3
ENSMUSE00001369059	6	83965590	83967818	+	2229	32
ENSMUSE00001365902	6	83979610	83981837	+	2228	152
ENSMUSE00001366680	6	83983602	83986869	+	3268	88
ENSMUSE00001365036	6	83984354	83986617	+	2264	59
ENSMUSE00000697136	6	84008590	84211060	+	202471	33
ENSMUSE00000653647	6	84008702	84211060	+	202359	33
ENSMUSE00001369412	6	84031588	84032671	+	1084	7
ENSMUSE00000780204	6	84105373	84112199	+	6827	1
ENSMUSE00001312174	6	84106551	84116879	+	10329	1
ENSMUSE00000773724	6	84146747	84152410	+	5664	2
ENSMUSE00000788008	6	84210484	84211041	+	558	0
ENSMUSE00001368487	6	84225252	84286603	+	61352	7
ENSMUSE00001365012	6	84535876	84536321	+	446	0
ENSMUSE00001205010	6	84812240	84813247	+	1008	2
ENSMUSE00001366856	6	84921123	84924996	+	3874	0
ENSMUSE00001369943	6	85062574	85062967	+	394	1
ENSMUSE00000847359	6	85066183	85066437	+	255	0
ENSMUSE00000721706	6	85076192	85076719	+	528	7
ENSMUSE00001365483	6	85092235	85092778	+	544	0
ENSMUSE00001368337	6	85096927	85097068	+	142	0
ENSMUSE00001366815	6	85102813	85103569	+	757	0
ENSMUSE00001365964	6	85111693	85112269	+	577	0
ENSMUSE00001056414	6	85140505	85143649	+	3145	2
ENSMUSE00000847772	6	85150336	85150451	+	116	0
ENSMUSE00000558908	6	85152621	85155512	+	2892	0
ENSMUSE00000558909	6	85155005	85155968	+	964	0
ENSMUSE00000558905	6	85155208	85156223	+	1016	0
ENSMUSE00000614985	6	85187438	85204358	+	16921	1
ENSMUSE00000929314	6	85193519	85204462	+	10944	1
ENSMUSE00000558883	6	85423886	85428877	+	4992	0
ENSMUSE00000935028	6	85424068	85428277	+	4210	0
ENSMUSE00000795385	6	85431989	85446435	+	14447	245
ENSMUSE00000328309	6	85432002	85440342	+	8341	75
ENSMUSE00001367713	6	85432073	85432818	+	746	19
ENSMUSE00001365329	6	85439144	85441955	+	2812	65
ENSMUSE00000817901	6	85441630	85445443	+	3814	111
ENSMUSE00001268841	6	85441725	85444960	+	3236	86
ENSMUSE00001307090	6	85441740	85445197	+	3458	101
ENSMUSE00001263710	6	85442573	85445432	+	2860	64
ENSMUSE00000388595	6	85451514	85468475	+	16962	733
ENSMUSE00001367898	6	85452019	85455902	+	3884	129
ENSMUSE00000194315	6	85452052	85468282	+	16231	719
ENSMUSE00001365708	6	85460738	85464910	+	4173	195
ENSMUSE00001364555	6	85461771	85465937	+	4167	197
ENSMUSE00001370361	6	85462152	85466088	+	3937	190
ENSMUSE00001365440	6	85529452	85529920	+	469	0
ENSMUSE00000614943	6	85587531	85702753	+	115223	210
ENSMUSE00000614942	6	85587646	85702638	+	114993	210
ENSMUSE00001358219	6	85632864	85635161	+	2298	9
ENSMUSE00001363915	6	85639463	85642191	+	2729	4
ENSMUSE00001361816	6	85646730	85651547	+	4818	12
ENSMUSE00001359270	6	85666683	85669723	+	3041	3
ENSMUSE00001362658	6	85679277	85682864	+	3588	3
ENSMUSE00001073427	6	85721925	85756526	+	34602	16
ENSMUSE00000848680	6	85774393	85804057	+	29665	10
ENSMUSE00001013316	6	85792117	85804057	+	11941	4
ENSMUSE00000696778	6	86404219	86433405	+	29187	466
ENSMUSE00001367950	6	86404235	86405169	+	935	25
ENSMUSE00000793945	6	86404282	86407115	+	2834	47
ENSMUSE00000820342	6	86404291	86417991	+	13701	150
ENSMUSE00001248828	6	86404296	86433227	+	28932	466
ENSMUSE00001368516	6	86404296	86419794	+	15499	214
ENSMUSE00001258349	6	86404304	86430772	+	26469	365
ENSMUSE00001280611	6	86404336	86432180	+	27845	449
ENSMUSE00001224006	6	86413827	86422119	+	8293	160
ENSMUSE00001367074	6	86415791	86418450	+	2660	52
ENSMUSE00001277907	6	86419205	86423615	+	4411	93
ENSMUSE00001274108	6	86419397	86427770	+	8374	140
ENSMUSE00001365721	6	86419897	86423849	+	3953	69
ENSMUSE00000764576	6	86419929	86424423	+	4495	83
ENSMUSE00001367423	6	86421981	86424634	+	2654	36
ENSMUSE00001368821	6	86423829	86424994	+	1166	30
ENSMUSE00000753482	6	86425001	86425700	+	700	27
ENSMUSE00001295394	6	86425476	86430302	+	4827	44
ENSMUSE00001365314	6	86426658	86445630	+	18973	316
ENSMUSE00000653447	6	86438374	86470388	+	32015	278
ENSMUSE00000653444	6	86438389	86470388	+	32000	278
ENSMUSE00000774127	6	86438708	86439488	+	781	44
ENSMUSE00000558759	6	86443813	86473500	+	29688	182
ENSMUSE00001298159	6	86464040	86469947	+	5908	18
ENSMUSE00001327380	6	86494649	86497804	+	3156	2
ENSMUSE00001334466	6	86498781	86500537	+	1757	2
ENSMUSE00001365539	6	86526247	86564449	+	38203	1379
ENSMUSE00001153992	6	86526271	86564449	+	38179	1379
ENSMUSE00001180447	6	86526810	86582036	+	55227	1754
ENSMUSE00001365649	6	86547981	86582466	+	34486	972
ENSMUSE00001366794	6	86591430	86593604	+	2175	16
ENSMUSE00000326190	6	86628164	86629710	+	1547	5
ENSMUSE00001366115	6	87277745	87279750	+	2006	0
ENSMUSE00000722545	6	87281149	87281260	+	112	0
ENSMUSE00000696531	6	87373357	87379497	+	6141	1
ENSMUSE00000194670	6	87428994	87437677	+	8684	0
ENSMUSE00001369317	6	87533407	87536042	+	2636	1
ENSMUSE00001368231	6	87597747	87599187	+	1441	0
ENSMUSE00001365096	6	87657754	87663823	+	6070	3
ENSMUSE00000653298	6	87672382	87679286	+	6905	1
ENSMUSE00000856818	6	87672430	87681024	+	8595	1
ENSMUSE00001254297	6	87730869	87755451	+	24583	5
ENSMUSE00001263872	6	87730869	87734017	+	3149	2
ENSMUSE00001284564	6	87730893	87755908	+	25016	5
ENSMUSE00000869555	6	87732809	87751896	+	19088	5
ENSMUSE00000864695	6	87753522	87754762	+	1241	0
ENSMUSE00001365602	6	87776143	87777480	+	1338	0
ENSMUSE00000361929	6	87778072	87779768	+	1697	0
ENSMUSE00000404850	6	88084482	88105304	+	20823	535
ENSMUSE00001366597	6	88084563	88095562	+	11000	262
ENSMUSE00001369003	6	88093817	88101105	+	7289	154
ENSMUSE00001368482	6	88099287	88101362	+	2076	67
ENSMUSE00001369469	6	88101571	88103387	+	1817	87
ENSMUSE00000891192	6	88193891	88207032	+	13142	1
ENSMUSE00000194812	6	88198334	88207030	+	8697	0
ENSMUSE00001368987	6	88198334	88199663	+	1330	0
ENSMUSE00001368707	6	88200919	88202641	+	1723	0
ENSMUSE00001365985	6	88204445	88205771	+	1327	0
ENSMUSE00000393731	6	88222268	88223257	+	990	0
ENSMUSE00001365842	6	88222885	88254415	+	31531	4
ENSMUSE00000722514	6	88405977	88406301	+	325	0
ENSMUSE00001365836	6	88445687	88446513	+	827	0
ENSMUSE00000390040	6	88465409	88497572	+	32164	392
ENSMUSE00000558376	6	88465727	88482187	+	16461	152
ENSMUSE00001368194	6	88503605	88504277	+	673	2
ENSMUSE00001368595	6	88519013	88520007	+	995	7
ENSMUSE00000772672	6	88724412	88828360	+	103949	79
ENSMUSE00000696247	6	88724470	88726041	+	1572	0
ENSMUSE00001367819	6	88724470	88828360	+	103891	79
ENSMUSE00001220140	6	88724704	88828360	+	103657	79
ENSMUSE00001366857	6	88738192	88741364	+	3173	7
