# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-f" "-g" "ID" "-p" "-O" "-a" "/gpfs/group/pipkin/Exp337/codes/GRCm38_exon_rmdup_srt_cb_srt_dupr_r.gff" "-o" "337-6_r.txt" "/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-6_pos_pSrt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-6_pos_pSrt.bam
ENSMUSE00000395410	3	34005017	34005463	-	447	3
ENSMUSE00001349167	3	34017708	34019882	-	2175	8
ENSMUSE00001347112	3	34054335	34055429	-	1095	7
ENSMUSE00001348450	3	34056020	34081312	-	25293	231
ENSMUSE00001353880	3	34077279	34081321	-	4043	62
ENSMUSE00001356799	3	34077324	34081310	-	3987	62
ENSMUSE00001349950	3	34077354	34080180	-	2827	52
ENSMUSE00000937061	3	34298172	34351712	-	53541	23
ENSMUSE00000945013	3	34427373	34435097	-	7725	2
ENSMUSE00001320326	3	34481428	34482207	-	780	0
ENSMUSE00001354064	3	34565265	34572202	-	6938	1
ENSMUSE00001352654	3	34598519	34602248	-	3730	2
ENSMUSE00001347535	3	34663659	34664289	-	631	0
ENSMUSE00001349546	3	34699640	34716660	-	17021	8
ENSMUSE00001350880	3	34709623	34716662	-	7040	2
ENSMUSE00001315249	3	34922545	34922651	-	107	1
ENSMUSE00001347449	3	35256462	35276131	-	19670	6
ENSMUSE00001356692	3	35536882	35537800	-	919	18
ENSMUSE00001350452	3	35597152	35666163	-	69012	37
ENSMUSE00001350934	3	35618623	35666011	-	47389	21
ENSMUSE00001352204	3	35618814	35630964	-	12151	7
ENSMUSE00001353040	3	35628914	35637565	-	8652	4
ENSMUSE00001347356	3	35892105	35933472	-	41368	1473
ENSMUSE00001374458	3	35892105	35937445	-	45341	1478
ENSMUSE00001246426	3	35895310	35932836	-	37527	1343
ENSMUSE00001348950	3	35897522	35909845	-	12324	389
ENSMUSE00001346864	3	35909144	35932815	-	23672	949
ENSMUSE00001350296	3	35916146	35932824	-	16679	647
ENSMUSE00001352807	3	35916314	35921188	-	4875	190
ENSMUSE00001264079	3	35918998	35930119	-	11122	444
ENSMUSE00001355808	3	35928510	35931458	-	2949	138
ENSMUSE00001352182	3	35955436	35956257	-	822	15
ENSMUSE00001353417	3	35959312	36000609	-	41298	289
ENSMUSE00000268511	3	35959833	36000678	-	40846	285
ENSMUSE00001351240	3	35959839	35961109	-	1271	11
ENSMUSE00001356699	3	35961727	35969111	-	7385	45
ENSMUSE00001350221	3	35969384	35972026	-	2643	38
ENSMUSE00001355399	3	35973380	35995879	-	22500	143
ENSMUSE00001348142	3	35975193	35976587	-	1395	20
ENSMUSE00001228490	3	35975796	35989932	-	14137	90
ENSMUSE00001357488	3	35984986	36000641	-	15656	96
ENSMUSE00001349244	3	36007244	36053547	-	46304	17
ENSMUSE00000454516	3	36010660	36053532	-	42873	15
ENSMUSE00000568837	3	36179424	36222275	-	42852	17
ENSMUSE00001246945	3	36179426	36222313	-	42888	17
ENSMUSE00001347961	3	36187805	36222180	-	34376	15
ENSMUSE00001357182	3	36213814	36214756	-	943	0
ENSMUSE00001357732	3	36272327	36274660	-	2334	0
ENSMUSE00001354427	3	36394699	36395197	-	499	0
ENSMUSE00000675836	3	36448923	36475894	-	26972	74
ENSMUSE00001348583	3	36449164	36452328	-	3165	5
ENSMUSE00000675835	3	36452205	36475659	-	23455	69
ENSMUSE00001317072	3	36475461	36475524	-	64	0
ENSMUSE00000772977	3	36499804	36506809	-	7006	4
ENSMUSE00000737962	3	36515057	36521813	-	6757	1
ENSMUSE00001352036	3	36529222	36532331	-	3110	0
ENSMUSE00000718226	3	36539383	36540081	-	699	0
ENSMUSE00000769716	3	36564865	36572150	-	7286	6
ENSMUSE00000734730	3	36565635	36566845	-	1211	2
ENSMUSE00000172563	3	36565978	36571927	-	5950	6
ENSMUSE00001290383	3	36565978	36571551	-	5574	6
ENSMUSE00000725022	3	36570451	36571964	-	1514	1
ENSMUSE00001222852	3	36573142	36613477	-	40336	21
ENSMUSE00001286926	3	36573142	36613389	-	40248	21
ENSMUSE00001349980	3	36575777	36577285	-	1509	1
ENSMUSE00001265685	3	36609337	36613389	-	4053	2
ENSMUSE00001224036	3	36620482	36690167	-	69686	25
ENSMUSE00000734318	3	36620562	36621339	-	778	1
ENSMUSE00000750102	3	36620562	36621361	-	800	1
ENSMUSE00000818953	3	36638356	36640620	-	2265	1
ENSMUSE00001225155	3	36669203	36690167	-	20965	5
ENSMUSE00000716357	3	36694802	36695053	-	252	0
ENSMUSE00000710464	3	36824352	36824958	-	607	1
ENSMUSE00000733864	3	37052215	37060035	-	7821	5
ENSMUSE00000757481	3	37052217	37060030	-	7814	5
ENSMUSE00000345573	3	37120523	37125959	-	5437	2241
ENSMUSE00000266601	3	37222759	37232618	-	9860	4
ENSMUSE00000172586	3	37225337	37232565	-	7229	3
ENSMUSE00001352550	3	37230302	37232636	-	2335	0
ENSMUSE00001057739	3	37256784	37256893	-	110	0
ENSMUSE00000660866	3	37307749	37312446	-	4698	4
ENSMUSE00001210226	3	37308760	37312420	-	3661	2
ENSMUSE00001374312	3	37309345	37312708	-	3364	1
ENSMUSE00000446656	3	37335332	37349740	-	14409	12
ENSMUSE00001356847	3	37392206	37395101	-	2896	5
ENSMUSE00000727772	3	37404910	37419580	-	14671	291
ENSMUSE00001207900	3	37404910	37419596	-	14687	291
ENSMUSE00001272978	3	37404910	37420186	-	15277	300
ENSMUSE00000824812	3	37404982	37420211	-	15230	299
ENSMUSE00000755315	3	37405079	37410675	-	5597	96
ENSMUSE00001281059	3	37405356	37419573	-	14218	287
ENSMUSE00000709714	3	37556183	37556503	-	321	0
ENSMUSE00000713240	3	37599424	37600072	-	649	2
ENSMUSE00001350472	3	37638579	37640656	-	2078	3
ENSMUSE00000792698	3	37714190	37724410	-	10221	6
ENSMUSE00000675593	3	37714198	37724329	-	10132	5
ENSMUSE00000639421	3	37714326	37724490	-	10165	6
ENSMUSE00000455019	3	37718025	37724331	-	6307	3
ENSMUSE00000847633	3	37802544	37802652	-	109	0
ENSMUSE00000800130	3	37959612	37960087	-	476	0
ENSMUSE00001051965	3	37995105	37995235	-	131	0
ENSMUSE00001352772	3	38094629	38130191	-	35563	27
ENSMUSE00000908774	3	38107443	38107922	-	480	5
ENSMUSE00001346487	3	38203151	38208119	-	4969	3
ENSMUSE00000945893	3	38267836	38268084	-	249	0
ENSMUSE00001352364	3	38418971	38420151	-	1181	2
ENSMUSE00001353112	3	38426552	38443632	-	17081	14
ENSMUSE00001350586	3	38427682	38443634	-	15953	13
ENSMUSE00001346991	3	38429333	38443874	-	14542	11
ENSMUSE00001356126	3	38438962	38439793	-	832	2
ENSMUSE00000711131	3	38449259	38484844	-	35586	336
ENSMUSE00000451467	3	38449651	38483091	-	33441	309
ENSMUSE00000592345	3	38452079	38455557	-	3479	27
ENSMUSE00000736208	3	38483251	38484815	-	1565	24
ENSMUSE00000660743	3	38558109	38558214	-	106	0
ENSMUSE00001350699	3	38558137	38558668	-	532	1
ENSMUSE00000733124	3	38874570	38888259	-	13690	5
ENSMUSE00001350310	3	39008602	39009681	-	1080	1
ENSMUSE00001352845	3	39128533	39128905	-	373	0
ENSMUSE00001360253	3	39217561	39217846	-	286	0
ENSMUSE00000475039	3	39358306	39358903	-	598	139
ENSMUSE00001032131	3	39635964	39636082	-	119	1
ENSMUSE00001358931	3	39820481	39820760	-	280	1
ENSMUSE00000277036	3	40504867	40522912	-	18046	14
ENSMUSE00001360499	3	40508430	40509774	-	1345	0
ENSMUSE00000852573	3	40658867	40659166	-	300	0
ENSMUSE00000482629	3	40818103	40846885	-	28783	169
ENSMUSE00001366319	3	40819508	40846802	-	27295	150
ENSMUSE00000152986	3	40826933	40846694	-	19762	126
ENSMUSE00001368009	3	40827452	40830966	-	3515	42
ENSMUSE00001009560	3	40832014	40846534	-	14521	75
ENSMUSE00001366776	3	40837089	40846816	-	9728	33
ENSMUSE00001368453	3	40843842	40846886	-	3045	9
ENSMUSE00001185739	3	40854676	40855123	-	448	0
ENSMUSE00001365271	3	40863948	40865053	-	1106	0
ENSMUSE00001365041	3	40876977	40877247	-	271	8
ENSMUSE00001138672	3	40885897	40894123	-	8227	49
ENSMUSE00001364994	3	40890563	40894193	-	3631	15
ENSMUSE00000639397	3	40900196	40902543	-	2348	0
ENSMUSE00001349613	3	41005515	41006437	-	923	1
ENSMUSE00000367432	3	41066326	41083046	-	16721	643
ENSMUSE00000724347	3	41068520	41070670	-	2151	86
ENSMUSE00001348187	3	41163048	41172663	-	9616	7
ENSMUSE00001350027	3	41286061	41290590	-	4530	2
ENSMUSE00001346746	3	41477577	41481885	-	4309	1
ENSMUSE00001356358	3	41481761	41482391	-	631	0
ENSMUSE00001346538	3	41484024	41488476	-	4453	6
ENSMUSE00001353651	3	41487679	41493190	-	5512	1
ENSMUSE00001197629	3	41488804	41493192	-	4389	1
ENSMUSE00001353082	3	41521247	41528444	-	7198	3
ENSMUSE00001350042	3	41522204	41528474	-	6271	3
ENSMUSE00001352711	3	41522287	41523217	-	931	1
ENSMUSE00001342720	3	41562279	41563698	-	1420	0
ENSMUSE00000568311	3	41626720	41742514	-	115795	414
ENSMUSE00000274815	3	41626942	41742481	-	115540	414
ENSMUSE00000823863	3	41627106	41630125	-	3020	5
ENSMUSE00001250908	3	41629402	41673275	-	43874	171
ENSMUSE00001342892	3	41648118	41649250	-	1133	3
ENSMUSE00001277413	3	41657226	41664003	-	6778	16
ENSMUSE00001233859	3	41673784	41717796	-	44013	113
ENSMUSE00001341051	3	41741519	41742405	-	887	11
ENSMUSE00001343424	3	41976152	41978048	-	1897	22
ENSMUSE00001346301	3	42362630	42362777	-	148	0
ENSMUSE00001344389	3	42585113	42585599	-	487	1
ENSMUSE00001343307	3	43390767	43391937	-	1171	1
ENSMUSE00001344090	3	43764236	43764764	-	529	1
ENSMUSE00001342901	3	43927602	43927947	-	346	0
ENSMUSE00001338784	3	44493495	44493903	-	409	1
ENSMUSE00001339364	3	44718132	44718513	-	382	2
ENSMUSE00001341479	3	45269987	45272567	-	2581	2
ENSMUSE00001345672	3	45273424	45274967	-	1544	0
ENSMUSE00001138844	3	45280437	45378260	-	97824	51
ENSMUSE00001175143	3	45281350	45364670	-	83321	47
ENSMUSE00001099457	3	45327045	45378205	-	51161	26
ENSMUSE00001342054	3	45332161	45332410	-	250	0
ENSMUSE00001330180	3	45416584	45439310	-	22727	9
ENSMUSE00001342182	3	45690544	45690904	-	361	0
ENSMUSE00001342972	3	45775424	45775894	-	471	4
ENSMUSE00001337493	3	45775933	45776191	-	259	5
ENSMUSE00000880311	3	46442197	46447941	-	5745	1
ENSMUSE00001336198	3	46442197	46448219	-	6023	1
ENSMUSE00000878714	3	46446692	46447941	-	1250	1
ENSMUSE00001338039	3	46447056	46447920	-	865	1
ENSMUSE00001314753	3	46900668	46900782	-	115	1
ENSMUSE00000628906	3	47050382	47051639	-	1258	24
ENSMUSE00001292009	3	47084732	47085734	-	1003	0
ENSMUSE00001343150	3	47230538	47231003	-	466	0
ENSMUSE00001340345	3	47263078	47265800	-	2723	2
ENSMUSE00001342387	3	47459629	47460338	-	710	0
ENSMUSE00001344761	3	48026013	48026760	-	748	0
ENSMUSE00000277196	3	48605732	48609102	-	3371	4
ENSMUSE00001340237	3	48748510	48760949	-	12440	6
ENSMUSE00001339559	3	49207714	49208068	-	355	0
ENSMUSE00001343932	3	49381333	49382746	-	1414	267
ENSMUSE00001342819	3	49632435	49632969	-	535	0
ENSMUSE00000277124	3	49743296	49757316	-	14021	7
ENSMUSE00001342260	3	49743298	49757285	-	13988	7
ENSMUSE00001339072	3	49745271	49757325	-	12055	7
ENSMUSE00000277116	3	49752421	49755464	-	3044	3
ENSMUSE00001342197	3	49754826	49757283	-	2458	1
ENSMUSE00001345279	3	49780425	49780887	-	463	2
ENSMUSE00001343750	3	49892526	50443614	-	551089	368
ENSMUSE00001340885	3	50166661	50166892	-	232	2
ENSMUSE00001304156	3	50364938	50443611	-	78674	137
ENSMUSE00001340264	3	50369849	50370799	-	951	4
ENSMUSE00001343011	3	50400282	50404283	-	4002	8
ENSMUSE00001244095	3	50415970	50443614	-	27645	51
ENSMUSE00001342362	3	50440929	50443605	-	2677	8
ENSMUSE00001337965	3	50516399	50607223	-	90825	57
ENSMUSE00001336371	3	50575186	50576517	-	1332	2
ENSMUSE00001343098	3	50579740	50584376	-	4637	3
ENSMUSE00001340679	3	50598069	50598444	-	376	0
ENSMUSE00001336268	3	50624347	50628411	-	4065	1
ENSMUSE00001340926	3	50679698	50683401	-	3704	1
ENSMUSE00001337778	3	50883246	50887059	-	3814	3
ENSMUSE00001341126	3	50918887	50921525	-	2639	2
ENSMUSE00001338070	3	50977536	50978811	-	1276	0
ENSMUSE00001332999	3	51058910	51074856	-	15947	13
ENSMUSE00001342249	3	51252720	51340663	-	87944	1931
ENSMUSE00001252699	3	51255230	51326029	-	70800	1693
ENSMUSE00000484420	3	51255231	51340658	-	85428	1833
ENSMUSE00001298584	3	51255663	51277575	-	21913	869
ENSMUSE00001345858	3	51258685	51260241	-	1557	70
ENSMUSE00000675363	3	51264870	51277368	-	12499	455
ENSMUSE00001316929	3	51264886	51340561	-	75676	1393
ENSMUSE00001336898	3	51302488	51302903	-	416	17
ENSMUSE00001024408	3	51388412	51396526	-	8115	4
ENSMUSE00001290186	3	51388412	51396738	-	8327	4
ENSMUSE00000731953	3	51390820	51396503	-	5684	3
ENSMUSE00001305658	3	51391261	51396488	-	5228	2
ENSMUSE00001345747	3	51402844	51403162	-	319	7
ENSMUSE00000568267	3	51404677	51408988	-	4312	70
ENSMUSE00000785525	3	51405455	51407481	-	2027	33
ENSMUSE00000774540	3	51405478	51408666	-	3189	56
ENSMUSE00001289379	3	51405582	51408964	-	3383	63
ENSMUSE00001346204	3	51482331	51484829	-	2499	6
ENSMUSE00000357637	3	51515319	51560879	-	45561	1834
ENSMUSE00000862754	3	51530030	51536647	-	6618	341
ENSMUSE00001337833	3	51535501	51537128	-	1628	92
ENSMUSE00001344596	3	51548683	51551320	-	2638	138
ENSMUSE00001339973	3	51557542	51559652	-	2111	87
ENSMUSE00001337823	3	51571111	51571423	-	313	1
ENSMUSE00001342219	3	51636496	51636928	-	433	0
ENSMUSE00000568253	3	51685907	52105076	-	419170	3990
ENSMUSE00000713982	3	51685907	51796536	-	110630	642
ENSMUSE00001336926	3	51757124	51762088	-	4965	37
ENSMUSE00001344443	3	51794377	51796574	-	2198	25
ENSMUSE00001339616	3	51829385	51830405	-	1021	12
ENSMUSE00001342966	3	51867345	51868559	-	1215	3
ENSMUSE00001340082	3	51872990	51875836	-	2847	9
ENSMUSE00001341823	3	51884276	51886891	-	2616	10
ENSMUSE00001344526	3	51906986	51908816	-	1831	8
ENSMUSE00001343128	3	51906987	51908816	-	1830	8
ENSMUSE00001340073	3	51987631	51989847	-	2217	26
ENSMUSE00001341731	3	51991341	51991959	-	619	5
ENSMUSE00001341751	3	52000736	52004025	-	3290	47
ENSMUSE00001340865	3	52057285	52064244	-	6960	107
ENSMUSE00001336794	3	52071589	52073387	-	1799	38
ENSMUSE00001339069	3	52134047	52221997	-	87951	51
ENSMUSE00001336437	3	52172162	52179972	-	7811	6
ENSMUSE00001399798	3	52236865	52246945	-	10081	5
ENSMUSE00000935682	3	52268435	52269435	-	1001	0
ENSMUSE00001070680	3	52722649	52722755	-	107	0
ENSMUSE00001342543	3	52789004	52797785	-	8782	2
ENSMUSE00001343377	3	52906756	52927666	-	20911	22
ENSMUSE00001340822	3	52960048	52960366	-	319	0
ENSMUSE00000888431	3	52981875	53017237	-	35363	234
ENSMUSE00001342618	3	52982122	52994685	-	12564	92
ENSMUSE00000264046	3	52984727	53017216	-	32490	202
ENSMUSE00000264121	3	52993517	53017218	-	23702	158
ENSMUSE00001343953	3	52995800	53017210	-	21411	129
ENSMUSE00001337098	3	53010357	53017212	-	6856	39
ENSMUSE00001352203	3	53038585	53041755	-	3171	6
ENSMUSE00001348246	3	53072165	53075237	-	3073	1
ENSMUSE00001349738	3	53110396	53113411	-	3016	0
ENSMUSE00001354110	3	53110413	53111715	-	1303	0
ENSMUSE00001356082	3	53346492	53347229	-	738	1
ENSMUSE00001351691	3	53401731	53402197	-	467	3
ENSMUSE00000807858	3	53448583	53463332	-	14750	356
ENSMUSE00000388307	3	53448588	53463323	-	14736	356
ENSMUSE00000729657	3	53458370	53461983	-	3614	63
ENSMUSE00001350650	3	53458875	53463251	-	4377	88
ENSMUSE00000749022	3	53462063	53463297	-	1235	35
ENSMUSE00000517528	3	53513938	53657355	-	143418	69
ENSMUSE00001355037	3	53515852	53544268	-	28417	14
ENSMUSE00001352896	3	53515956	53523020	-	7065	2
ENSMUSE00001355567	3	53647592	53652230	-	4639	5
ENSMUSE00001357712	3	53666863	53667328	-	466	0
ENSMUSE00001349650	3	53692422	53692878	-	457	101
ENSMUSE00000389358	3	53853376	53863830	-	10455	304
ENSMUSE00000829635	3	53857822	53863689	-	5868	154
ENSMUSE00001271400	3	53857943	53863766	-	5824	148
ENSMUSE00001221899	3	53859616	53863762	-	4147	110
ENSMUSE00001350013	3	54632881	54634568	-	1688	2
ENSMUSE00000839408	3	54728678	54735393	-	6716	371
ENSMUSE00000782965	3	54728681	54729458	-	778	45
ENSMUSE00000415462	3	54728682	54735037	-	6356	371
ENSMUSE00001295347	3	54729841	54734802	-	4962	323
ENSMUSE00001289534	3	54729853	54734313	-	4461	310
ENSMUSE00001232399	3	54731298	54735367	-	4070	207
ENSMUSE00001289290	3	54731993	54735046	-	3054	155
ENSMUSE00001282005	3	54732142	54734337	-	2196	137
ENSMUSE00000741137	3	54732152	54733223	-	1072	90
ENSMUSE00000821433	3	54733601	54735035	-	1435	54
ENSMUSE00001355222	3	54733943	54735035	-	1093	30
ENSMUSE00001356619	3	55045469	55050638	-	5170	4
ENSMUSE00001011306	3	55045475	55055501	-	10027	6
ENSMUSE00000173082	3	55050586	55055482	-	4897	2
ENSMUSE00001352587	3	55057347	55057656	-	310	6
ENSMUSE00001071488	3	55162314	55162434	-	121	0
ENSMUSE00001356710	3	55377457	55403122	-	25666	9
ENSMUSE00001349260	3	55380266	55401024	-	20759	8
ENSMUSE00001354877	3	55578105	55582730	-	4626	161
ENSMUSE00001041359	3	55625195	56183701	-	558507	272
ENSMUSE00001354796	3	55625199	55786902	-	161704	73
ENSMUSE00001351998	3	55696360	55723947	-	27588	7
ENSMUSE00001353068	3	55778722	55787945	-	9224	2
ENSMUSE00001348726	3	55779631	55783490	-	3860	0
ENSMUSE00000664241	3	55956782	55956913	-	132	0
ENSMUSE00001351343	3	55960911	55968236	-	7326	1
ENSMUSE00001350829	3	56002206	56004630	-	2425	1
ENSMUSE00001355917	3	56014918	56017168	-	2251	0
ENSMUSE00001346412	3	56018021	56021178	-	3158	2
ENSMUSE00001353890	3	56032958	56041348	-	8391	1
ENSMUSE00001346480	3	56123156	56126159	-	3004	0
ENSMUSE00001351694	3	56128596	56130527	-	1932	0
ENSMUSE00001346889	3	56163954	56167569	-	3616	4
ENSMUSE00001351371	3	56828317	56828787	-	471	0
ENSMUSE00001123848	3	57135496	57136831	-	1336	42
ENSMUSE00001347951	3	57271741	57272369	-	629	1
ENSMUSE00000173172	3	57285611	57295125	-	9515	3
ENSMUSE00000873164	3	57285611	57301936	-	16326	4
ENSMUSE00000910666	3	57287484	57301988	-	14505	2
ENSMUSE00001350912	3	57287516	57294552	-	7037	1
ENSMUSE00001355619	3	57292819	57293703	-	885	1
ENSMUSE00000639210	3	57455649	57575828	-	120180	57
ENSMUSE00000173186	3	57455782	57575910	-	120129	57
ENSMUSE00001357805	3	57612697	57625757	-	13061	15
ENSMUSE00001129851	3	57620905	57625818	-	4914	6
ENSMUSE00001159986	3	57621259	57625788	-	4530	5
ENSMUSE00001353303	3	57622824	57625824	-	3001	3
ENSMUSE00001348041	3	57636883	57640837	-	3955	8
ENSMUSE00000871851	3	57644349	57651715	-	7367	98
ENSMUSE00000255767	3	57646359	57651708	-	5350	88
ENSMUSE00000870409	3	57651102	57651715	-	614	16
ENSMUSE00001357169	3	57654404	57655579	-	1176	0
ENSMUSE00001347633	3	57657393	57692799	-	35407	33
ENSMUSE00001346808	3	57664635	57692535	-	27901	27
ENSMUSE00000639206	3	57666485	57692537	-	26053	25
ENSMUSE00001348993	3	57696180	57697476	-	1297	0
ENSMUSE00001354777	3	57717813	57718289	-	477	48
ENSMUSE00001346719	3	57765864	57766655	-	792	1
ENSMUSE00001347195	3	57809762	57810257	-	496	0
ENSMUSE00000847080	3	57922088	57922187	-	100	0
ENSMUSE00001354670	3	57953655	57958225	-	4571	4
ENSMUSE00000568138	3	58102996	58104247	-	1252	36
ENSMUSE00001318217	3	58141707	58163807	-	22101	9
ENSMUSE00000522947	3	58290251	58290357	-	107	0
ENSMUSE00001357348	3	58314939	58315310	-	372	0
ENSMUSE00000173209	3	58519817	58525892	-	6076	252
ENSMUSE00000674835	3	58616300	58637207	-	20908	14
ENSMUSE00001351949	3	58665470	58666566	-	1097	9
ENSMUSE00000514218	3	58674938	58692400	-	17463	973
ENSMUSE00000726322	3	58676176	58686037	-	9862	560
ENSMUSE00001324981	3	58788407	58792019	-	3613	2
ENSMUSE00001330931	3	58790120	58822311	-	32192	20
ENSMUSE00000482938	3	58844028	58885212	-	41185	20
ENSMUSE00000341721	3	58845981	58885340	-	39360	20
ENSMUSE00000864720	3	58846363	58865797	-	19435	13
ENSMUSE00001354516	3	59002471	59006158	-	3688	2
ENSMUSE00000591491	3	59096448	59101821	-	5374	536
ENSMUSE00001348975	3	59113855	59130762	-	16908	15
ENSMUSE00000373346	3	59114625	59130624	-	16000	14
ENSMUSE00000471709	3	59114625	59153492	-	38868	23
ENSMUSE00001354490	3	59114626	59130622	-	15997	14
ENSMUSE00001347575	3	59114932	59131327	-	16396	15
ENSMUSE00001352464	3	59116011	59131118	-	15108	15
ENSMUSE00001354379	3	59116026	59132462	-	16437	17
ENSMUSE00001353948	3	59145824	59153618	-	7795	3
ENSMUSE00001348328	3	59178923	59195104	-	16182	5
ENSMUSE00001357273	3	59178923	59180114	-	1192	0
ENSMUSE00000403403	3	59179006	59180085	-	1080	0
ENSMUSE00000254498	3	59207892	59210882	-	2991	3
ENSMUSE00000346366	3	59216272	59262831	-	46560	32
ENSMUSE00000254470	3	59216360	59262871	-	46512	32
ENSMUSE00001355158	3	59217905	59220200	-	2296	1
ENSMUSE00000504696	3	59316735	59344394	-	27660	16
ENSMUSE00001342465	3	59317925	59344159	-	26235	16
ENSMUSE00001344463	3	59469671	59474095	-	4425	4
ENSMUSE00001344633	3	59505581	59535226	-	29646	21
ENSMUSE00001015901	3	59602455	59635733	-	33279	21
ENSMUSE00001344917	3	59736746	59736859	-	114	0
ENSMUSE00001342575	3	59737176	59737317	-	142	0
ENSMUSE00001345510	3	59783289	59783688	-	400	1
ENSMUSE00001336462	3	60020355	60020869	-	515	0
ENSMUSE00000722579	3	60127641	60127747	-	107	0
ENSMUSE00001359162	3	60342358	60343093	-	736	0
ENSMUSE00000262054	3	62468013	62507004	-	38992	1298
ENSMUSE00000850166	3	62470645	62472587	-	1943	94
ENSMUSE00000867958	3	62484190	62488625	-	4436	102
ENSMUSE00001345460	3	62497933	62502133	-	4201	160
ENSMUSE00000515388	3	62529077	62605140	-	76064	38
ENSMUSE00000771064	3	62594808	62602774	-	7967	1
ENSMUSE00000894350	3	62923807	62924233	-	427	7
ENSMUSE00001345373	3	63173106	63173861	-	756	20
ENSMUSE00001339900	3	63481112	63483879	-	2768	4
ENSMUSE00000395463	3	63696234	63899472	-	203239	102
ENSMUSE00000431579	3	63696234	63851039	-	154806	79
ENSMUSE00000854982	3	63696237	63740865	-	44629	29
ENSMUSE00000857499	3	63696237	63702354	-	6118	5
ENSMUSE00000946618	3	63698933	63702043	-	3111	2
ENSMUSE00001216879	3	63781377	63899442	-	118066	56
ENSMUSE00000955150	3	63869450	63899373	-	29924	16
ENSMUSE00000389667	3	63914684	63929472	-	14789	31
ENSMUSE00000848596	3	63924017	63929391	-	5375	13
ENSMUSE00000173313	3	63933507	63964666	-	31160	306
ENSMUSE00000173312	3	63942330	63964768	-	22439	274
ENSMUSE00000951553	3	64053031	64055610	-	2580	2
ENSMUSE00000959635	3	64115278	64141928	-	26651	18
ENSMUSE00001065278	3	64116432	64137480	-	21049	12
ENSMUSE00000958863	3	64195574	64213677	-	18104	14
ENSMUSE00001449830	3	64257215	64289709	-	32495	22
ENSMUSE00000982661	3	64258961	64287417	-	28457	20
ENSMUSE00000847245	3	64318407	64318564	-	158	0
ENSMUSE00000959885	3	64339565	64357724	-	18160	9
ENSMUSE00001310145	3	64339565	64344627	-	5063	1
ENSMUSE00001083989	3	64383044	64415368	-	32325	17
ENSMUSE00001086071	3	64383045	64415368	-	32324	17
ENSMUSE00001007488	3	64388621	64410057	-	21437	9
ENSMUSE00000995286	3	64436883	64438287	-	1405	2
ENSMUSE00001059391	3	64442600	64443975	-	1376	1
ENSMUSE00000960088	3	64488609	64509842	-	21234	9
ENSMUSE00001047732	3	64490821	64507685	-	16865	7
ENSMUSE00001449099	3	64531310	64565830	-	34521	10
ENSMUSE00000995760	3	64537561	64559818	-	22258	6
ENSMUSE00000956053	3	64591515	64592896	-	1382	2
ENSMUSE00000956870	3	64632574	64662261	-	29688	24
ENSMUSE00001058869	3	64632863	64844743	-	211881	124
