seqnames,start,end,width,strand,Conc,Conc_STAT5B_noIL2,Conc_STAT5B_IL2,Fold
2,35299433,35299580,148,*,1.45,1.78,1.03,0.75
2,48156732,48156898,167,*,1.45,1.78,1.03,0.75
2,60739331,60739478,148,*,1.45,1.78,1.03,0.75
2,60821844,60821991,148,*,1.45,1.78,1.03,0.75
2,70092888,70093035,148,*,1.45,1.78,1.03,0.75
2,140784739,140784905,167,*,1.45,1.78,1.03,0.75
3,37837405,37837552,148,*,1.45,1.78,1.03,0.75
3,68637786,68637933,148,*,1.45,1.78,1.03,0.75
3,89880174,89880390,217,*,1.45,1.78,1.03,0.75
3,89906433,89906584,152,*,1.45,1.78,1.03,0.75
3,95484389,95484536,148,*,1.45,1.78,1.03,0.75
3,100436904,100437051,148,*,1.45,1.78,1.03,0.75
3,101228906,101229087,182,*,1.45,1.78,1.03,0.75
3,107238710,107238873,164,*,1.45,1.78,1.03,0.75
3,109157251,109157423,173,*,1.45,1.78,1.03,0.75
3,136742914,136743061,148,*,1.45,1.78,1.03,0.75
4,3587701,3587848,148,*,1.45,1.78,1.03,0.75
4,150949302,150949474,173,*,1.45,1.78,1.03,0.75
5,8798237,8798410,174,*,1.45,1.78,1.03,0.75
5,11127449,11127596,148,*,1.45,1.78,1.03,0.75
5,53948748,53948903,156,*,1.45,1.78,1.03,0.75
5,72645840,72646013,174,*,1.45,1.78,1.03,0.75
5,75980833,75980980,148,*,1.45,1.78,1.03,0.75
5,76029109,76029256,148,*,1.45,1.78,1.03,0.75
6,8485335,8485482,148,*,1.45,1.78,1.03,0.75
6,52859425,52859622,198,*,1.45,1.78,1.03,0.75
6,144603118,144603265,148,*,1.45,1.78,1.03,0.75
7,55794823,55795012,190,*,1.45,1.78,1.03,0.75
7,75686223,75686406,184,*,1.45,1.78,1.03,0.75
7,79466454,79466601,148,*,1.45,1.78,1.03,0.75
7,105487230,105487377,148,*,1.45,1.78,1.03,0.75
8,32499797,32499944,148,*,1.45,1.78,1.03,0.75
8,111528311,111528491,181,*,1.45,1.78,1.03,0.75
8,121650557,121650740,184,*,1.45,1.78,1.03,0.75
9,11672063,11672215,153,*,1.45,1.78,1.03,0.75
9,25069222,25069369,148,*,1.45,1.78,1.03,0.75
9,40836878,40837059,182,*,1.45,1.78,1.03,0.75
9,114305986,114306133,148,*,1.45,1.78,1.03,0.75
9,116352473,116352676,204,*,1.45,1.78,1.03,0.75
9,118875526,118875673,148,*,1.45,1.78,1.03,0.75
9,119266008,119266195,188,*,1.45,1.78,1.03,0.75
CHR_MG3700_PATCH,77813940,77814087,148,*,1.45,1.78,1.03,0.75
CHR_PWK_PHJ_MMCHR11_CTG1,49014257,49014404,148,*,1.45,1.78,1.03,0.75
X,42362286,42362442,157,*,1.45,1.78,1.03,0.75
X,42545221,42545368,148,*,1.45,1.78,1.03,0.75
X,48046204,48046354,151,*,1.45,1.78,1.03,0.75
X,56456234,56456381,148,*,1.45,1.78,1.03,0.75
10,7118133,7118647,515,*,4.25,4.1,4.39,-0.29
1,39535222,39535505,284,*,2.12,1.78,2.39,-0.61
1,40475744,40475983,240,*,2.12,1.78,2.39,-0.61
1,55442109,55442346,238,*,2.12,1.78,2.39,-0.61
1,60889070,60889264,195,*,2.12,1.78,2.39,-0.61
1,69544289,69544526,238,*,2.12,1.78,2.39,-0.61
1,125504067,125504273,207,*,2.12,1.78,2.39,-0.61
1,143466165,143466382,218,*,2.12,1.78,2.39,-0.61
10,59793147,59793496,350,*,2.12,1.78,2.39,-0.61
10,62506033,62506224,192,*,2.12,1.78,2.39,-0.61
10,67598771,67598981,211,*,2.12,1.78,2.39,-0.61
10,93188548,93188871,324,*,2.12,1.78,2.39,-0.61
10,127734575,127734837,263,*,2.12,1.78,2.39,-0.61
11,21219880,21220121,242,*,2.12,1.78,2.39,-0.61
11,73047394,73047730,337,*,2.12,1.78,2.39,-0.61
11,95667578,95667900,323,*,2.12,1.78,2.39,-0.61
12,79393680,79393921,242,*,2.12,1.78,2.39,-0.61
12,107139062,107139342,281,*,2.12,1.78,2.39,-0.61
13,23742028,23742206,179,*,2.12,1.78,2.39,-0.61
13,43260677,43260959,283,*,2.12,1.78,2.39,-0.61
13,58453644,58453864,221,*,2.12,1.78,2.39,-0.61
14,10398147,10398384,238,*,2.12,1.78,2.39,-0.61
14,18059021,18059222,202,*,2.12,1.78,2.39,-0.61
14,69448376,69448613,238,*,2.12,1.78,2.39,-0.61
15,35724527,35724794,268,*,2.12,1.78,2.39,-0.61
15,78896137,78896393,257,*,2.12,1.78,2.39,-0.61
15,96708032,96708242,211,*,2.12,1.78,2.39,-0.61
15,99997957,99998179,223,*,2.12,1.78,2.39,-0.61
16,76311200,76311474,275,*,2.12,1.78,2.39,-0.61
17,5668584,5668897,314,*,2.12,1.78,2.39,-0.61
17,52152053,52152276,224,*,2.12,1.78,2.39,-0.61
19,3731146,3731350,205,*,2.12,1.78,2.39,-0.61
19,4845952,4846174,223,*,2.12,1.78,2.39,-0.61
19,29400504,29400779,276,*,2.12,1.78,2.39,-0.61
2,34960399,34960722,324,*,2.12,1.78,2.39,-0.61
2,60923738,60923977,240,*,2.12,1.78,2.39,-0.61
2,101781365,101781566,202,*,2.12,1.78,2.39,-0.61
2,122429932,122430185,254,*,2.12,1.78,2.39,-0.61
3,20142177,20142383,207,*,2.12,1.78,2.39,-0.61
3,30949563,30949841,279,*,2.12,1.78,2.39,-0.61
3,35763208,35763446,239,*,2.12,1.78,2.39,-0.61
3,52270544,52270758,215,*,2.12,1.78,2.39,-0.61
3,59132512,59132728,217,*,2.12,1.78,2.39,-0.61
3,126834769,126835089,321,*,2.12,1.78,2.39,-0.61
3,129470173,129470368,196,*,2.12,1.78,2.39,-0.61
3,130818901,130819245,345,*,2.12,1.78,2.39,-0.61
3,130899997,130900347,351,*,2.12,1.78,2.39,-0.61
3,133437018,133437265,248,*,2.12,1.78,2.39,-0.61
3,152762474,152762654,181,*,2.12,1.78,2.39,-0.61
4,133622455,133622709,255,*,2.12,1.78,2.39,-0.61
4,156031986,156032166,181,*,2.12,1.78,2.39,-0.61
5,97270101,97270301,201,*,2.12,1.78,2.39,-0.61
5,97283034,97283315,282,*,2.12,1.78,2.39,-0.61
6,65713358,65713585,228,*,2.12,1.78,2.39,-0.61
6,108880372,108880726,355,*,2.12,1.78,2.39,-0.61
6,129661620,129661767,148,*,2.12,1.78,2.39,-0.61
7,16383673,16383831,159,*,2.12,1.78,2.39,-0.61
7,68283852,68284056,205,*,2.12,1.78,2.39,-0.61
7,74497224,74497469,246,*,2.12,1.78,2.39,-0.61
7,114139430,114139856,427,*,2.12,1.78,2.39,-0.61
7,141058692,141059031,340,*,2.12,1.78,2.39,-0.61
8,12389732,12389909,178,*,2.12,1.78,2.39,-0.61
8,61451409,61451625,217,*,2.12,1.78,2.39,-0.61
9,32420845,32421064,220,*,2.12,1.78,2.39,-0.61
9,44009497,44009648,152,*,2.12,1.78,2.39,-0.61
9,61662337,61662609,273,*,2.12,1.78,2.39,-0.61
9,107295720,107295887,168,*,2.12,1.78,2.39,-0.61
9,114421902,114422141,240,*,2.12,1.78,2.39,-0.61
X,42343521,42343725,205,*,2.12,1.78,2.39,-0.61
X,114327333,114327582,250,*,2.12,1.78,2.39,-0.61
X,167037902,167038193,292,*,2.12,1.78,2.39,-0.61
11,98682339,98682615,277,*,3.02,2.78,3.22,-0.44
15,53157092,53157505,414,*,3.02,2.78,3.22,-0.44
16,81365993,81366235,243,*,3.02,2.78,3.22,-0.44
2,154372648,154372884,237,*,3.02,2.78,3.22,-0.44
3,142578389,142578777,389,*,3.02,2.78,3.22,-0.44
7,99785663,99786002,340,*,3.02,2.78,3.22,-0.44
10,21358184,21358423,240,*,3.18,3.36,2.98,0.39
11,61120163,61120421,259,*,3.55,3.36,3.71,-0.35
1,180778007,180778235,229,*,2.56,2.78,2.31,0.47
10,13967470,13967668,199,*,2.56,2.78,2.31,0.47
11,83078080,83078249,170,*,2.56,2.78,2.31,0.47
14,60592397,60592638,242,*,2.56,2.78,2.31,0.47
16,22548334,22548615,282,*,2.56,2.78,2.31,0.47
16,75855450,75855709,260,*,2.56,2.78,2.31,0.47
19,6390013,6390297,285,*,2.56,2.78,2.31,0.47
2,149283311,149283517,207,*,2.56,2.78,2.31,0.47
3,69382975,69383198,224,*,2.56,2.78,2.31,0.47
5,131519626,131519800,175,*,2.56,2.78,2.31,0.47
CHR_MG190_MG3751_PATCH,70695446,70695646,201,*,2.56,2.78,2.31,0.47
9,107312854,107313186,333,*,4.49,4.36,4.61,-0.25
1,36308002,36308316,315,*,4.24,4.36,4.1,0.26
16,32750789,32751146,358,*,3.63,3.78,3.47,0.31
2,117458682,117459047,366,*,2.99,2.78,3.17,-0.4
4,89388136,89388424,289,*,2.99,2.78,3.17,-0.4
5,113832633,113832891,259,*,2.99,2.78,3.17,-0.4
15,65727084,65727372,289,*,3.97,4.1,3.84,0.27
4,47273794,47274157,364,*,3.53,3.36,3.68,-0.32
1,20740683,20740897,215,*,2.07,1.78,2.31,-0.53
1,61023056,61023282,227,*,2.07,1.78,2.31,-0.53
1,80613447,80613723,277,*,2.07,1.78,2.31,-0.53
1,127433541,127433787,247,*,2.07,1.78,2.31,-0.53
1,130904473,130904700,228,*,2.07,1.78,2.31,-0.53
1,164078232,164078379,148,*,2.07,1.78,2.31,-0.53
1,165722668,165722879,212,*,2.07,1.78,2.31,-0.53
1,173599046,173599334,289,*,2.07,1.78,2.31,-0.53
10,39479380,39479644,265,*,2.07,1.78,2.31,-0.53
10,44403494,44403841,348,*,2.07,1.78,2.31,-0.53
10,44539273,44539597,325,*,2.07,1.78,2.31,-0.53
10,75105784,75105947,164,*,2.07,1.78,2.31,-0.53
10,88416193,88416434,242,*,2.07,1.78,2.31,-0.53
11,5435074,5435345,272,*,2.07,1.78,2.31,-0.53
11,49086804,49087072,269,*,2.07,1.78,2.31,-0.53
11,54802102,54802307,206,*,2.07,1.78,2.31,-0.53
11,58214846,58215148,303,*,2.07,1.78,2.31,-0.53
11,86586779,86587015,237,*,2.07,1.78,2.31,-0.53
11,106778868,106779149,282,*,2.07,1.78,2.31,-0.53
12,52031057,52031281,225,*,2.07,1.78,2.31,-0.53
12,113232355,113232551,197,*,2.07,1.78,2.31,-0.53
13,5361989,5362241,253,*,2.07,1.78,2.31,-0.53
13,8869568,8869895,328,*,2.07,1.78,2.31,-0.53
13,9022657,9022970,314,*,2.07,1.78,2.31,-0.53
13,41532688,41532928,241,*,2.07,1.78,2.31,-0.53
13,51933432,51933604,173,*,2.07,1.78,2.31,-0.53
13,113071132,113071364,233,*,2.07,1.78,2.31,-0.53
14,19975477,19975696,220,*,2.07,1.78,2.31,-0.53
14,27234402,27234585,184,*,2.07,1.78,2.31,-0.53
14,45329460,45329682,223,*,2.07,1.78,2.31,-0.53
14,61971230,61971547,318,*,2.07,1.78,2.31,-0.53
14,69666647,69666888,242,*,2.07,1.78,2.31,-0.53
14,70283936,70284132,197,*,2.07,1.78,2.31,-0.53
14,75179246,75179513,268,*,2.07,1.78,2.31,-0.53
14,78420222,78420404,183,*,2.07,1.78,2.31,-0.53
14,115040146,115040431,286,*,2.07,1.78,2.31,-0.53
15,80607454,80607614,161,*,2.07,1.78,2.31,-0.53
16,78577352,78577526,175,*,2.07,1.78,2.31,-0.53
17,35222338,35222533,196,*,2.07,1.78,2.31,-0.53
18,36415135,36415363,229,*,2.07,1.78,2.31,-0.53
18,80616264,80616461,198,*,2.07,1.78,2.31,-0.53
19,7317700,7317910,211,*,2.07,1.78,2.31,-0.53
19,42022952,42023213,262,*,2.07,1.78,2.31,-0.53
2,16364811,16365006,196,*,2.07,1.78,2.31,-0.53
2,44791322,44791534,213,*,2.07,1.78,2.31,-0.53
2,52315970,52316181,212,*,2.07,1.78,2.31,-0.53
2,58169197,58169390,194,*,2.07,1.78,2.31,-0.53
2,62460877,62461097,221,*,2.07,1.78,2.31,-0.53
2,90679378,90679576,199,*,2.07,1.78,2.31,-0.53
2,103568799,103568991,193,*,2.07,1.78,2.31,-0.53
2,112510331,112510530,200,*,2.07,1.78,2.31,-0.53
2,118540808,118541027,220,*,2.07,1.78,2.31,-0.53
2,173218899,173219094,196,*,2.07,1.78,2.31,-0.53
3,75930107,75930467,361,*,2.07,1.78,2.31,-0.53
3,82049962,82050246,285,*,2.07,1.78,2.31,-0.53
3,133387214,133387379,166,*,2.07,1.78,2.31,-0.53
4,135103839,135104018,180,*,2.07,1.78,2.31,-0.53
5,64918785,64919116,332,*,2.07,1.78,2.31,-0.53
5,65706861,65707105,245,*,2.07,1.78,2.31,-0.53
5,105145223,105145370,148,*,2.07,1.78,2.31,-0.53
5,120297332,120297571,240,*,2.07,1.78,2.31,-0.53
5,123580803,123581202,400,*,2.07,1.78,2.31,-0.53
5,137825300,137825546,247,*,2.07,1.78,2.31,-0.53
6,29415408,29415662,255,*,2.07,1.78,2.31,-0.53
6,48732930,48733151,222,*,2.07,1.78,2.31,-0.53
6,100280583,100280780,198,*,2.07,1.78,2.31,-0.53
6,108668467,108668672,206,*,2.07,1.78,2.31,-0.53
6,142845863,142846072,210,*,2.07,1.78,2.31,-0.53
6,143112813,143112990,178,*,2.07,1.78,2.31,-0.53
8,57792261,57792453,193,*,2.07,1.78,2.31,-0.53
8,82201803,82202042,240,*,2.07,1.78,2.31,-0.53
9,44563080,44563290,211,*,2.07,1.78,2.31,-0.53
9,56326829,56327007,179,*,2.07,1.78,2.31,-0.53
9,110072097,110072304,208,*,2.07,1.78,2.31,-0.53
11,62005912,62006256,345,*,3.21,3.36,3.03,0.34
13,24962261,24962517,257,*,3.21,3.36,3.03,0.34
2,101679164,101679566,403,*,3.21,3.36,3.03,0.34
11,79076492,79076739,248,*,3.65,3.78,3.51,0.27
12,33131859,33132166,308,*,2.6,2.78,2.39,0.39
14,55768685,55768993,309,*,2.6,2.78,2.39,0.39
14,122052955,122053130,176,*,2.6,2.78,2.39,0.39
15,100905072,100905379,308,*,2.6,2.78,2.39,0.39
16,55531030,55531206,177,*,2.6,2.78,2.39,0.39
19,30163059,30163321,263,*,2.6,2.78,2.39,0.39
2,52570247,52570449,203,*,2.6,2.78,2.39,0.39
6,37843699,37843947,249,*,2.6,2.78,2.39,0.39
7,65373421,65373641,221,*,2.6,2.78,2.39,0.39
7,106256817,106257009,193,*,2.6,2.78,2.39,0.39
7,107664298,107664571,274,*,2.6,2.78,2.39,0.39
8,70695398,70695704,307,*,2.6,2.78,2.39,0.39
9,84022115,84022359,245,*,2.6,2.78,2.39,0.39
X,52928234,52928404,171,*,2.6,2.78,2.39,0.39
1,16272012,16272159,148,*,1.53,1.78,1.22,0.56
1,30812143,30812338,196,*,1.53,1.78,1.22,0.56
1,43934632,43934789,158,*,1.53,1.78,1.22,0.56
1,62875724,62875889,166,*,1.53,1.78,1.22,0.56
1,64133364,64133511,148,*,1.53,1.78,1.22,0.56
1,74723925,74724090,166,*,1.53,1.78,1.22,0.56
1,155006233,155006380,148,*,1.53,1.78,1.22,0.56
1,161671149,161671324,176,*,1.53,1.78,1.22,0.56
1,180199300,180199453,154,*,1.53,1.78,1.22,0.56
1,193253912,193254087,176,*,1.53,1.78,1.22,0.56
10,5455205,5455374,170,*,1.53,1.78,1.22,0.56
10,22589869,22590016,148,*,1.53,1.78,1.22,0.56
10,39144358,39144535,178,*,1.53,1.78,1.22,0.56
10,62506383,62506540,158,*,1.53,1.78,1.22,0.56
11,19384020,19384195,176,*,1.53,1.78,1.22,0.56
11,68864696,68864843,148,*,1.53,1.78,1.22,0.56
11,68939595,68939748,154,*,1.53,1.78,1.22,0.56
11,73101497,73101649,153,*,1.53,1.78,1.22,0.56
11,82947510,82947713,204,*,1.53,1.78,1.22,0.56
11,83039158,83039332,175,*,1.53,1.78,1.22,0.56
11,98079764,98079911,148,*,1.53,1.78,1.22,0.56
11,120354015,120354162,148,*,1.53,1.78,1.22,0.56
12,65346491,65346644,154,*,1.53,1.78,1.22,0.56
12,76848334,76848579,246,*,1.53,1.78,1.22,0.56
12,99462467,99462614,148,*,1.53,1.78,1.22,0.56
12,102730487,102730634,148,*,1.53,1.78,1.22,0.56
12,103341348,103341496,149,*,1.53,1.78,1.22,0.56
12,105013075,105013231,157,*,1.53,1.78,1.22,0.56
12,118423362,118423527,166,*,1.53,1.78,1.22,0.56
13,5533538,5533723,186,*,1.53,1.78,1.22,0.56
13,14202116,14202313,198,*,1.53,1.78,1.22,0.56
13,23369383,23369530,148,*,1.53,1.78,1.22,0.56
13,52892205,52892397,193,*,1.53,1.78,1.22,0.56
13,67375743,67375936,194,*,1.53,1.78,1.22,0.56
13,77135360,77135570,211,*,1.53,1.78,1.22,0.56
13,95614175,95614353,179,*,1.53,1.78,1.22,0.56
13,112999197,112999344,148,*,1.53,1.78,1.22,0.56
13,113265172,113265319,148,*,1.53,1.78,1.22,0.56
14,18820756,18820904,149,*,1.53,1.78,1.22,0.56
14,43953534,43953681,148,*,1.53,1.78,1.22,0.56
14,60737170,60737317,148,*,1.53,1.78,1.22,0.56
14,64375356,64375557,202,*,1.53,1.78,1.22,0.56
14,65900477,65900626,150,*,1.53,1.78,1.22,0.56
14,75769254,75769401,148,*,1.53,1.78,1.22,0.56
14,76329967,76330119,153,*,1.53,1.78,1.22,0.56
14,77904272,77904422,151,*,1.53,1.78,1.22,0.56
14,78914292,78914479,188,*,1.53,1.78,1.22,0.56
14,103486994,103487147,154,*,1.53,1.78,1.22,0.56
15,9647421,9647578,158,*,1.53,1.78,1.22,0.56
15,9667701,9667923,223,*,1.53,1.78,1.22,0.56
15,28980013,28980161,149,*,1.53,1.78,1.22,0.56
15,53216546,53216693,148,*,1.53,1.78,1.22,0.56
15,64284595,64284748,154,*,1.53,1.78,1.22,0.56
16,45667452,45667612,161,*,1.53,1.78,1.22,0.56
16,48787806,48787953,148,*,1.53,1.78,1.22,0.56
16,92810997,92811192,196,*,1.53,1.78,1.22,0.56
16,93190972,93191119,148,*,1.53,1.78,1.22,0.56
17,37185658,37185847,190,*,1.53,1.78,1.22,0.56
17,83646575,83646722,148,*,1.53,1.78,1.22,0.56
17,86850864,86851011,148,*,1.53,1.78,1.22,0.56
17,88621053,88621200,148,*,1.53,1.78,1.22,0.56
18,4591594,4591741,148,*,1.53,1.78,1.22,0.56
18,32186073,32186271,199,*,1.53,1.78,1.22,0.56
18,36415515,36415706,192,*,1.53,1.78,1.22,0.56
18,37730927,37731211,285,*,1.53,1.78,1.22,0.56
18,56870022,56870176,155,*,1.53,1.78,1.22,0.56
18,65329969,65330116,148,*,1.53,1.78,1.22,0.56
19,4304332,4304479,148,*,1.53,1.78,1.22,0.56
19,5059544,5059712,169,*,1.53,1.78,1.22,0.56
19,37523776,37523929,154,*,1.53,1.78,1.22,0.56
19,41445769,41445920,152,*,1.53,1.78,1.22,0.56
2,6309557,6309704,148,*,1.53,1.78,1.22,0.56
2,9378105,9378362,258,*,1.53,1.78,1.22,0.56
2,14312649,14312807,159,*,1.53,1.78,1.22,0.56
2,29694368,29694519,152,*,1.53,1.78,1.22,0.56
2,44830108,44830287,180,*,1.53,1.78,1.22,0.56
2,49868523,49868694,172,*,1.53,1.78,1.22,0.56
2,65182775,65182922,148,*,1.53,1.78,1.22,0.56
2,84779546,84779751,206,*,1.53,1.78,1.22,0.56
2,114574613,114574761,149,*,1.53,1.78,1.22,0.56
2,130327185,130327381,197,*,1.53,1.78,1.22,0.56
2,151533652,151533799,148,*,1.53,1.78,1.22,0.56
2,151996304,151996462,159,*,1.53,1.78,1.22,0.56
3,10213208,10213393,186,*,1.53,1.78,1.22,0.56
3,101280275,101280456,182,*,1.53,1.78,1.22,0.56
3,109173181,109173360,180,*,1.53,1.78,1.22,0.56
3,116369140,116369313,174,*,1.53,1.78,1.22,0.56
3,129308607,129308813,207,*,1.53,1.78,1.22,0.56
3,129658846,129658993,148,*,1.53,1.78,1.22,0.56
4,56815254,56815465,212,*,1.53,1.78,1.22,0.56
4,128805103,128805253,151,*,1.53,1.78,1.22,0.56
4,150269593,150269770,178,*,1.53,1.78,1.22,0.56
5,36574671,36574824,154,*,1.53,1.78,1.22,0.56
5,67802729,67802883,155,*,1.53,1.78,1.22,0.56
5,90363902,90364049,148,*,1.53,1.78,1.22,0.56
5,104919249,104919396,148,*,1.53,1.78,1.22,0.56
5,114922363,114922681,319,*,1.53,1.78,1.22,0.56
5,141084645,141084794,150,*,1.53,1.78,1.22,0.56
6,29748753,29748983,231,*,1.53,1.78,1.22,0.56
6,41201928,41202075,148,*,1.53,1.78,1.22,0.56
6,115336484,115336631,148,*,1.53,1.78,1.22,0.56
6,127219418,127219577,160,*,1.53,1.78,1.22,0.56
6,131269768,131269932,165,*,1.53,1.78,1.22,0.56
6,134048096,134048273,178,*,1.53,1.78,1.22,0.56
6,146813117,146813276,160,*,1.53,1.78,1.22,0.56
7,75780978,75781125,148,*,1.53,1.78,1.22,0.56
7,80209974,80210221,248,*,1.53,1.78,1.22,0.56
8,46713809,46713969,161,*,1.53,1.78,1.22,0.56
8,68157285,68157432,148,*,1.53,1.78,1.22,0.56
8,84976473,84976620,148,*,1.53,1.78,1.22,0.56
9,20869150,20869309,160,*,1.53,1.78,1.22,0.56
9,43096430,43096577,148,*,1.53,1.78,1.22,0.56
9,44646060,44646207,148,*,1.53,1.78,1.22,0.56
9,56104416,56104563,148,*,1.53,1.78,1.22,0.56
9,70012440,70012606,167,*,1.53,1.78,1.22,0.56
9,71202467,71202614,148,*,1.53,1.78,1.22,0.56
9,71761694,71761939,246,*,1.53,1.78,1.22,0.56
9,83342543,83342703,161,*,1.53,1.78,1.22,0.56
9,83577410,83577572,163,*,1.53,1.78,1.22,0.56
9,103432508,103432721,214,*,1.53,1.78,1.22,0.56
CHR_MG209_PATCH,47177744,47177891,148,*,1.53,1.78,1.22,0.56
CHR_MG4200_PATCH,48294962,48295109,148,*,1.53,1.78,1.22,0.56
CHR_MMCHR1_CHORI29_IDD5_1,60748036,60748210,175,*,1.53,1.78,1.22,0.56
X,16940773,16940947,175,*,1.53,1.78,1.22,0.56
X,42403399,42403546,148,*,1.53,1.78,1.22,0.56
X,74398201,74398348,148,*,1.53,1.78,1.22,0.56
X,105426159,105426306,148,*,1.53,1.78,1.22,0.56
10,78300170,78300414,245,*,3.99,4.1,3.86,0.24
14,72822231,72822629,399,*,3.99,4.1,3.86,0.24
18,42274874,42275146,273,*,2.96,2.78,3.13,-0.35
8,14088743,14089066,324,*,2.96,2.78,3.13,-0.35
8,122962079,122962343,265,*,2.96,2.78,3.13,-0.35
11,46086321,46086758,438,*,3.91,3.78,4.03,-0.25
6,52802163,52802557,395,*,3.91,3.78,4.03,-0.25
8,123162750,123163133,384,*,3.91,3.78,4.03,-0.25
4,149658045,149658304,260,*,3.51,3.36,3.65,-0.28
19,53870020,53870445,426,*,3.23,3.36,3.08,0.29
4,55443444,55443715,272,*,3.23,3.36,3.08,0.29
5,23894217,23894502,286,*,3.23,3.36,3.08,0.29
11,4265964,4266470,507,*,4.68,4.59,4.76,-0.17
1,20912191,20912405,215,*,2.02,1.78,2.22,-0.44
1,51490305,51490505,201,*,2.02,1.78,2.22,-0.44
1,91293967,91294180,214,*,2.02,1.78,2.22,-0.44
1,106588941,106589124,184,*,2.02,1.78,2.22,-0.44
1,106866923,106867194,272,*,2.02,1.78,2.22,-0.44
1,130880267,130880414,148,*,2.02,1.78,2.22,-0.44
1,155050287,155050486,200,*,2.02,1.78,2.22,-0.44
1,182990300,182990533,234,*,2.02,1.78,2.22,-0.44
10,8363412,8363672,261,*,2.02,1.78,2.22,-0.44
10,11229637,11229841,205,*,2.02,1.78,2.22,-0.44
10,75085489,75085769,281,*,2.02,1.78,2.22,-0.44
10,82860116,82860329,214,*,2.02,1.78,2.22,-0.44
10,94552004,94552289,286,*,2.02,1.78,2.22,-0.44
10,117940808,117940992,185,*,2.02,1.78,2.22,-0.44
11,5297698,5297956,259,*,2.02,1.78,2.22,-0.44
11,54192187,54192451,265,*,2.02,1.78,2.22,-0.44
11,83800074,83800377,304,*,2.02,1.78,2.22,-0.44
11,106544933,106545096,164,*,2.02,1.78,2.22,-0.44
12,79960194,79960403,210,*,2.02,1.78,2.22,-0.44
12,113253835,113254023,189,*,2.02,1.78,2.22,-0.44
13,60936653,60936860,208,*,2.02,1.78,2.22,-0.44
13,91453397,91453600,204,*,2.02,1.78,2.22,-0.44
13,94116760,94116958,199,*,2.02,1.78,2.22,-0.44
13,95685828,95686004,177,*,2.02,1.78,2.22,-0.44
13,95960585,95960757,173,*,2.02,1.78,2.22,-0.44
14,26919371,26919567,197,*,2.02,1.78,2.22,-0.44
14,62928075,62928360,286,*,2.02,1.78,2.22,-0.44
15,36647871,36648131,261,*,2.02,1.78,2.22,-0.44
15,61670642,61670915,274,*,2.02,1.78,2.22,-0.44
15,62358643,62358844,202,*,2.02,1.78,2.22,-0.44
16,33785354,33785592,239,*,2.02,1.78,2.22,-0.44
16,50305268,50305582,315,*,2.02,1.78,2.22,-0.44
17,7877956,7878227,272,*,2.02,1.78,2.22,-0.44
17,12205843,12206078,236,*,2.02,1.78,2.22,-0.44
17,22358544,22358747,204,*,2.02,1.78,2.22,-0.44
17,46303123,46303410,288,*,2.02,1.78,2.22,-0.44
17,50097930,50098176,247,*,2.02,1.78,2.22,-0.44
17,65939878,65940164,287,*,2.02,1.78,2.22,-0.44
18,33794561,33794870,310,*,2.02,1.78,2.22,-0.44
18,36512376,36512574,199,*,2.02,1.78,2.22,-0.44
18,67699621,67699782,162,*,2.02,1.78,2.22,-0.44
19,21948181,21948409,229,*,2.02,1.78,2.22,-0.44
19,34179268,34179490,223,*,2.02,1.78,2.22,-0.44
2,25424011,25424309,299,*,2.02,1.78,2.22,-0.44
2,65147734,65147977,244,*,2.02,1.78,2.22,-0.44
3,95722243,95722495,253,*,2.02,1.78,2.22,-0.44
3,122924200,122924369,170,*,2.02,1.78,2.22,-0.44
3,149305444,149305668,225,*,2.02,1.78,2.22,-0.44
3,157938690,157938935,246,*,2.02,1.78,2.22,-0.44
4,129542863,129543088,226,*,2.02,1.78,2.22,-0.44
4,132008031,132008433,403,*,2.02,1.78,2.22,-0.44
4,134353723,134353989,267,*,2.02,1.78,2.22,-0.44
5,73904232,73904414,183,*,2.02,1.78,2.22,-0.44
5,97010152,97010330,179,*,2.02,1.78,2.22,-0.44
5,105345261,105345453,193,*,2.02,1.78,2.22,-0.44
6,12107807,12108008,202,*,2.02,1.78,2.22,-0.44
6,28990178,28990449,272,*,2.02,1.78,2.22,-0.44
6,33727707,33727934,228,*,2.02,1.78,2.22,-0.44
6,48681808,48682029,222,*,2.02,1.78,2.22,-0.44
6,48785151,48785411,261,*,2.02,1.78,2.22,-0.44
6,86570877,86571063,187,*,2.02,1.78,2.22,-0.44
6,115480057,115480274,218,*,2.02,1.78,2.22,-0.44
6,142931928,142932199,272,*,2.02,1.78,2.22,-0.44
7,66376771,66376952,182,*,2.02,1.78,2.22,-0.44
7,76185741,76185985,245,*,2.02,1.78,2.22,-0.44
7,78691117,78691272,156,*,2.02,1.78,2.22,-0.44
7,110907859,110908195,337,*,2.02,1.78,2.22,-0.44
7,128461429,128461612,184,*,2.02,1.78,2.22,-0.44
8,10480928,10481128,201,*,2.02,1.78,2.22,-0.44
8,11463968,11464178,211,*,2.02,1.78,2.22,-0.44
8,34781967,34782143,177,*,2.02,1.78,2.22,-0.44
8,46511491,46511667,177,*,2.02,1.78,2.22,-0.44
8,57435543,57435758,216,*,2.02,1.78,2.22,-0.44
9,61364969,61365175,207,*,2.02,1.78,2.22,-0.44
9,61749039,61749264,226,*,2.02,1.78,2.22,-0.44
9,64716875,64717074,200,*,2.02,1.78,2.22,-0.44
