seqnames,start,end,width,strand,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr13,91224304,91224791,488,*,Promoter (<=1kb),13,90935356,91223968,288613,2,66795,ENSMUST00000022119.5,-336,ENSMUSG00000021619,Atg10,autophagy related 10
chr13,91453398,91453600,203,*,Promoter (6-7kb),13,91460283,91688866,228584,1,66970,ENSMUST00000156547.7,-6683,ENSMUSG00000003992,Ssbp2,single-stranded DNA binding protein 2
chr13,94116761,94116958,198,*,Promoter (<=1kb),13,94117942,94174646,56705,1,218454,ENSMUST00000223423.1,-984,ENSMUSG00000045312,Lhfpl2,lipoma HMGIC fusion partner-like 2
chr13,94794693,94795007,315,*,Promoter (5-6kb),13,94788910,94842922,54013,1,21371,ENSMUST00000220819.1,5783,ENSMUSG00000042043,Tbca,tubulin cofactor A
chr13,95685829,95686004,176,*,Promoter (2-3kb),13,95661402,95682937,21536,2,544963,ENSMUST00000238595.1,-2892,ENSMUSG00000021676,Iqgap2,IQ motif containing GTPase activating protein 2
chr13,95688852,95689005,154,*,Promoter (5-6kb),13,95661402,95682937,21536,2,544963,ENSMUST00000238595.1,-5915,ENSMUSG00000021676,Iqgap2,IQ motif containing GTPase activating protein 2
chr13,95712995,95713211,217,*,"Intron (ENSMUST00000238396.1/ENSMUST00000238396.1, intron 2 of 2)",13,95696853,95702739,5887,1,14064,ENSMUST00000022182.4,16142,ENSMUSG00000021675,F2rl2,coagulation factor II (thrombin) receptor-like 2
chr13,95960586,95960757,172,*,3' UTR,13,95961163,95984850,23688,2,75209,ENSMUST00000182180.1,24093,ENSMUSG00000051111,Sv2c,synaptic vesicle glycoprotein 2c
chr13,96697701,96697997,297,*,Distal Intergenic,13,96648967,96670936,21970,2,15357,ENSMUST00000022176.14,-26765,ENSMUSG00000021670,Hmgcr,3-hydroxy-3-methylglutaryl-Coenzyme A reductase
chr13,96956377,96956745,369,*,Distal Intergenic,13,96924689,96950906,26218,1,218476,ENSMUST00000171324.2,31688,ENSMUSG00000091387,Gcnt4,"glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)"
chr13,97680502,97680841,340,*,Distal Intergenic,13,97735347,97743121,7775,2,403201,ENSMUST00000125960.1,62280,ENSMUSG00000054944,5330416C01Rik,RIKEN cDNA 5330416C01 gene
chr13,98832409,98832716,308,*,Distal Intergenic,13,98753840,98815449,61610,2,218503,ENSMUST00000109403.1,-16960,ENSMUSG00000041685,Fcho2,FCH domain only 2
chr13,99306143,99306433,291,*,Distal Intergenic,13,99319647,99344705,25059,2,68927,ENSMUST00000022153.7,38272,ENSMUSG00000021650,Ptcd2,pentatricopeptide repeat domain 2
chr13,101866852,101867152,301,*,Distal Intergenic,13,101680563,101768217,87655,2,18708,ENSMUST00000055518.12,-98635,ENSMUSG00000041417,Pik3r1,phosphoinositide-3-kinase regulatory subunit 1
chr13,102094069,102094341,273,*,Distal Intergenic,13,101680563,101768217,87655,2,18708,ENSMUST00000055518.12,-325852,ENSMUSG00000041417,Pik3r1,phosphoinositide-3-kinase regulatory subunit 1
chr13,103919387,103919767,381,*,Promoter (<=1kb),13,103818791,103920295,101505,2,59079,ENSMUST00000091269.10,528,ENSMUSG00000021709,Erbin,Erbb2 interacting protein
chr13,104286697,104286932,236,*,Promoter (<=1kb),13,104287835,104496695,208861,1,108154,ENSMUST00000224784.1,-903,ENSMUSG00000046169,Adamts6,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6"
chr13,104419000,104419290,291,*,"Intron (ENSMUST00000224784.1/108154, intron 15 of 24)",13,104307347,104375745,68399,1,108154,ENSMUST00000224504.1,111653,ENSMUSG00000046169,Adamts6,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6"
chr13,104625033,104625467,435,*,Distal Intergenic,13,104792484,104838360,45877,1,67288,ENSMUST00000145661.7,-167017,ENSMUSG00000021716,Srek1ip1,splicing regulatory glutamine/lysine-rich protein 1interacting protein 1
chr13,104825640,104825786,147,*,Promoter (<=1kb),13,104826658,104834269,7612,1,67288,ENSMUST00000137278.1,-872,ENSMUSG00000021716,Srek1ip1,splicing regulatory glutamine/lysine-rich protein 1interacting protein 1
chr13,107573611,107573884,274,*,Distal Intergenic,13,107469822,107482718,12897,1,105120,ENSMUST00000223617.1,103789,ENSMUSG00000114780,AI197445,expressed sequence AI197445
chr13,108450849,108451288,440,*,Promoter (<=1kb),13,108450009,108860143,410135,1,238871,ENSMUST00000151111.1,840,ENSMUSG00000021699,Pde4d,"phosphodiesterase 4D, cAMP specific"
chr13,110960256,110960569,314,*,Distal Intergenic,13,110882852,110903846,20995,2,102636142,ENSMUST00000225424.1,-56410,NA,4930526H09Rik,RIKEN cDNA 4930526H09 gene
chr13,111525714,111526164,451,*,"Intron (ENSMUST00000231096.1/73274, intron 1 of 7)",13,111522350,111549911,27562,2,102636218,ENSMUST00000132880.2,23747,ENSMUSG00000085634,Gm15290,predicted gene 15290
chr13,111655827,111656124,298,*,Distal Intergenic,13,111680979,111706642,25664,1,218613,ENSMUST00000231273.1,-24855,ENSMUSG00000032727,Mier3,MIER family member 3
chr13,111778803,111779052,250,*,"Intron (ENSMUST00000109267.8/26401, intron 1 of 19)",13,111767609,111768553,945,2,26401,ENSMUST00000133364.1,-10250,ENSMUSG00000021754,Map3k1,mitogen-activated protein kinase kinase kinase 1
chr13,113050170,113050555,386,*,Promoter (3-4kb),13,113042759,113046410,3652,2,69590,ENSMUST00000022282.5,-3760,ENSMUSG00000021760,Gpx8,glutathione peroxidase 8 (putative)
chr13,113071133,113071364,232,*,"Intron (ENSMUST00000109244.8/238896, intron 5 of 11)",13,113042759,113046410,3652,2,69590,ENSMUST00000022282.5,-24723,ENSMUSG00000021760,Gpx8,glutathione peroxidase 8 (putative)
chr13,113134884,113135224,341,*,Promoter (<=1kb),13,113136083,113144012,7930,1,76720,ENSMUST00000226043.1,-859,ENSMUSG00000114333,1700084D21Rik,RIKEN cDNA 1700084D21 gene
chr13,113630318,113630605,288,*,Distal Intergenic,13,113592179,113618564,26386,2,170625,ENSMUST00000109241.4,-11754,ENSMUSG00000042364,Snx18,sorting nexin 18
chr13,114188839,114189121,283,*,Distal Intergenic,13,114124348,114151592,27245,2,319803,ENSMUST00000225044.1,-37247,ENSMUSG00000114213,A430090L17Rik,RIKEN cDNA A430090L17 gene
chr13,117260899,117261097,199,*,"Intron (ENSMUST00000022242.8/13723, intron 4 of 8)",13,117220744,117226070,5327,1,13723,ENSMUST00000225460.1,40155,ENSMUSG00000021728,Emb,embigin
chr14,10398148,10398384,237,*,"Intron (ENSMUST00000161302.7/14198, intron 2 of 6)",14,9550393,10421597,871205,2,14198,ENSMUST00000179394.7,23213,ENSMUSG00000060579,Fhit,fragile histidine triad gene
chr14,10453057,10453203,147,*,Promoter (<=1kb),14,9550092,10453458,903367,2,14198,ENSMUST00000161302.7,255,ENSMUSG00000060579,Fhit,fragile histidine triad gene
chr14,14634722,14634868,147,*,Distal Intergenic,14,14702279,14799940,97662,1,218756,ENSMUST00000057015.7,-67411,ENSMUSG00000021733,Slc4a7,"solute carrier family 4, sodium bicarbonate cotransporter, member 7"
chr14,14684941,14685284,344,*,Distal Intergenic,14,14702279,14799940,97662,1,218756,ENSMUST00000057015.7,-16995,ENSMUSG00000021733,Slc4a7,"solute carrier family 4, sodium bicarbonate cotransporter, member 7"
chr14,16256275,16256457,183,*,Promoter (4-5kb),14,16260562,16270985,10424,1,59007,ENSMUST00000226089.1,-4105,ENSMUSG00000021785,Ngly1,N-glycanase 1
chr14,18059022,18059222,201,*,Distal Intergenic,14,17981529,18038090,56562,1,21834,ENSMUST00000022304.9,77493,ENSMUSG00000021779,Thrb,thyroid hormone receptor beta
chr14,18186963,18187326,364,*,Distal Intergenic,14,18208037,18212372,4336,2,353187,ENSMUST00000225308.1,25046,ENSMUSG00000021775,Nr1d2,"nuclear receptor subfamily 1, group D, member 2"
chr14,19180244,19180505,262,*,Distal Intergenic,14,18630335,18894267,263933,2,218793,ENSMUST00000124353.1,-285977,ENSMUSG00000058317,Ube2e2,ubiquitin-conjugating enzyme E2E 2
chr14,19975478,19975696,219,*,Promoter (<=1kb),14,19875793,19976693,100901,2,14702,ENSMUST00000161247.1,997,ENSMUSG00000043004,Gng2,"guanine nucleotide binding protein (G protein), gamma 2"
chr14,20172861,20173219,359,*,Promoter (8-9kb),14,20140057,20181809,41753,2,16529,ENSMUST00000024011.9,8590,ENSMUSG00000023243,Kcnk5,"potassium channel, subfamily K, member 5"
chr14,20938672,20938860,189,*,Promoter (9-10kb),14,20929398,21033676,104279,1,22330,ENSMUST00000022369.8,9274,ENSMUSG00000021823,Vcl,vinculin
chr14,25161963,25162385,423,*,Distal Intergenic,14,25139795,25143241,3447,2,75862,ENSMUST00000225429.1,-18722,ENSMUSG00000114916,4930572O13Rik,RIKEN cDNA 4930572O13 gene
chr14,25189392,25189684,293,*,Distal Intergenic,14,25139795,25143241,3447,2,75862,ENSMUST00000225429.1,-46151,ENSMUSG00000114916,4930572O13Rik,RIKEN cDNA 4930572O13 gene
chr14,26515818,26516037,220,*,"Intron (ENSMUST00000102956.7/83997, intron 2 of 23)",14,26413400,26533618,120219,2,83997,ENSMUST00000090359.10,17581,ENSMUSG00000021870,Slmap,sarcolemma associated protein
chr14,26919372,26919567,196,*,3' UTR,14,26903243,26915258,12016,1,142687,ENSMUST00000165305.2,16129,ENSMUSG00000021898,Asb14,ankyrin repeat and SOCS box-containing 14
chr14,27022915,27023145,231,*,Distal Intergenic,14,27038941,27107286,68346,1,171463,ENSMUST00000035336.4,-15796,ENSMUSG00000040717,Il17rd,interleukin 17 receptor D
chr14,27234403,27234585,183,*,Promoter (3-4kb),14,27238039,27403904,165866,1,71704,ENSMUST00000049206.5,-3454,ENSMUSG00000021895,Arhgef3,Rho guanine nucleotide exchange factor (GEF) 3
chr14,31433314,31433705,392,*,Promoter (2-3kb),14,31373785,31436065,62281,2,24056,ENSMUST00000091903.4,2360,ENSMUSG00000021892,Sh3bp5,SH3-domain binding protein 5 (BTK-associated)
chr14,31684609,31684803,195,*,Distal Intergenic,14,31702087,31707703,5617,2,105522,ENSMUST00000227613.1,22900,ENSMUSG00000014496,Ankrd28,ankyrin repeat domain 28
chr14,32086092,32086526,435,*,Promoter (<=1kb),14,32085877,32096584,10708,1,218885,ENSMUST00000169649.1,215,ENSMUSG00000021906,Oxnad1,oxidoreductase NAD-binding domain containing 1
chr14,45049649,45050056,408,*,Distal Intergenic,14,44958607,44989699,31093,2,73895,ENSMUST00000226133.1,-59950,ENSMUSG00000075042,4930431P03Rik,RIKEN cDNA 4930431P03 gene
chr14,45082720,45082868,149,*,"Intron (ENSMUST00000228441.1/ENSMUST00000228441.1, intron 1 of 2)",14,45164821,45169325,4505,2,70561,ENSMUST00000156600.1,86457,ENSMUSG00000021830,Txndc16,thioredoxin domain containing 16
chr14,45329461,45329682,222,*,Promoter (<=1kb),14,45329788,45349705,19918,1,67089,ENSMUST00000022380.8,-106,ENSMUSG00000021832,Psmc6,"proteasome (prosome, macropain) 26S subunit, ATPase, 6"
chr14,50803178,50803442,265,*,Promoter (4-5kb),14,50793805,50807732,13928,2,239083,ENSMUST00000227614.1,4290,ENSMUSG00000071470,Ccnb1ip1,cyclin B1 interacting protein 1
chr14,52022848,52023165,318,*,Promoter (2-3kb),14,52006082,52020733,14652,2,69890,ENSMUST00000067549.14,-2115,ENSMUSG00000049295,Zfp219,zinc finger protein 219
chr14,52863939,52864444,506,*,Distal Intergenic,14,53032417,53039466,7050,2,102632039,ENSMUST00000199271.1,175022,ENSMUSG00000104598,Gm30214,"predicted gene, 30214"
chr14,52957273,52957852,580,*,"Exon (ENSMUST00000199800.1/ENSMUST00000199800.1, exon 2 of 2)",14,53032417,53039466,7050,2,102632039,ENSMUST00000199271.1,81614,ENSMUSG00000104598,Gm30214,"predicted gene, 30214"
chr14,53174846,53175412,567,*,"Exon (ENSMUST00000103590.3/ENSMUST00000103590.3, exon 2 of 2)",14,53032417,53039466,7050,2,102632039,ENSMUST00000199271.1,-135380,ENSMUSG00000104598,Gm30214,"predicted gene, 30214"
chr14,53268418,53268956,539,*,"Exon (ENSMUST00000199112.1/ENSMUST00000199112.1, exon 2 of 2)",14,53032417,53039466,7050,2,102632039,ENSMUST00000199271.1,-228952,ENSMUSG00000104598,Gm30214,"predicted gene, 30214"
chr14,53560250,53560773,524,*,Distal Intergenic,14,53032417,53039466,7050,2,102632039,ENSMUST00000199271.1,-520784,ENSMUSG00000104598,Gm30214,"predicted gene, 30214"
chr14,53649905,53650364,460,*,"Exon (ENSMUST00000103660.3/ENSMUST00000103660.3, exon 2 of 2)",14,54239661,54253914,14254,2,13135,ENSMUST00000128231.1,603550,ENSMUSG00000022174,Dad1,defender against cell death 1
chr14,54219716,54219934,219,*,Distal Intergenic,14,54239661,54253914,14254,2,13135,ENSMUST00000128231.1,33980,ENSMUSG00000022174,Dad1,defender against cell death 1
chr14,55603911,55604201,291,*,Promoter (<=1kb),14,55603985,55610030,6046,1,16391,ENSMUST00000130697.7,0,ENSMUSG00000002325,Irf9,interferon regulatory factor 9
chr14,56275824,56276481,658,*,"Exon (ENSMUST00000224940.1/ENSMUST00000224940.1, exon 1 of 2)",14,56258838,56262260,3423,2,14939,ENSMUST00000015581.5,-13564,ENSMUSG00000015437,Gzmb,granzyme B
chr14,56296942,56297100,159,*,Distal Intergenic,14,56258838,56262260,3423,2,14939,ENSMUST00000015581.5,-34682,ENSMUSG00000015437,Gzmb,granzyme B
chr14,57577772,57578023,252,*,Promoter (6-7kb),14,57571614,57572368,755,1,67518,ENSMUST00000180397.2,6158,ENSMUSG00000097933,1700039M10Rik,RIKEN cDNA 1700039M10 gene
chr14,69448377,69448613,237,*,"Intron (ENSMUST00000111062.3/ENSMUST00000111062.3, intron 5 of 13)",14,69508632,69512549,3918,2,239167,ENSMUST00000184652.1,63936,ENSMUSG00000047977,Synb,syncytin b
chr14,69666648,69666888,241,*,"Intron (ENSMUST00000022660.13/94352, intron 5 of 13)",14,69692248,69692320,73,1,102465573,ENSMUST00000184438.1,-25360,ENSMUSG00000098666,Mir6950,microRNA 6950
chr14,70272236,70272673,438,*,"Intron (ENSMUST00000228911.1/19057, intron 1 of 14)",14,70217865,70289277,71413,2,19057,ENSMUST00000228911.1,16604,ENSMUSG00000022092,Ppp3cc,"protein phosphatase 3, catalytic subunit, gamma isoform"
chr14,70278825,70279055,231,*,"Intron (ENSMUST00000228911.1/19057, intron 1 of 14)",14,70217865,70289277,71413,2,19057,ENSMUST00000228911.1,10222,ENSMUSG00000022092,Ppp3cc,"protein phosphatase 3, catalytic subunit, gamma isoform"
chr14,70283937,70284132,196,*,Promoter (5-6kb),14,70217865,70289277,71413,2,19057,ENSMUST00000228911.1,5145,ENSMUSG00000022092,Ppp3cc,"protein phosphatase 3, catalytic subunit, gamma isoform"
chr14,70774091,70774279,189,*,Promoter (<=1kb),14,70774304,70778495,4192,1,13449,ENSMUST00000022698.7,-25,ENSMUSG00000022102,Dok2,docking protein 2
chr14,72753038,72753255,218,*,Distal Intergenic,14,72537946,72710003,172058,2,319448,ENSMUST00000089017.11,-43035,ENSMUSG00000033487,Fndc3a,fibronectin type III domain containing 3A
chr14,72777918,72778376,459,*,Distal Intergenic,14,72537946,72710003,172058,2,319448,ENSMUST00000089017.11,-67915,ENSMUSG00000033487,Fndc3a,fibronectin type III domain containing 3A
chr14,72822232,72822629,398,*,"Intron (ENSMUST00000227565.1/ENSMUST00000227565.1, intron 2 of 5)",14,72537946,72710003,172058,2,319448,ENSMUST00000089017.11,-112229,ENSMUSG00000033487,Fndc3a,fibronectin type III domain containing 3A
chr14,73087773,73087991,219,*,Distal Intergenic,14,73123037,73161986,38950,1,105670,ENSMUST00000163339.7,-35046,ENSMUSG00000022106,Rcbtb2,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
chr14,76399305,76399667,363,*,Distal Intergenic,14,76414961,76507762,92802,1,21807,ENSMUST00000110888.7,-15294,ENSMUSG00000022010,Tsc22d1,"TSC22 domain family, member 1"
chr14,78306696,78307032,337,*,Promoter (1-2kb),14,78277445,78308043,30599,2,21943,ENSMUST00000022592.7,1011,ENSMUSG00000022015,Tnfsf11,"tumor necrosis factor (ligand) superfamily, member 11"
chr14,78420223,78420404,182,*,Distal Intergenic,14,78494825,78503971,9147,2,219181,ENSMUST00000227808.1,83567,ENSMUSG00000022016,Akap11,A kinase (PRKA) anchor protein 11
chr14,78454185,78454406,222,*,Distal Intergenic,14,78494825,78503971,9147,2,219181,ENSMUST00000227808.1,49565,ENSMUSG00000022016,Akap11,A kinase (PRKA) anchor protein 11
chr14,79393462,79393733,272,*,Promoter (2-3kb),14,79325269,79390778,65510,2,66897,ENSMUST00000022597.14,-2684,ENSMUSG00000022020,Naa16,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit"
chr14,101504602,101504835,234,*,Promoter (2-3kb),14,101504707,101507270,2564,2,210789,ENSMUST00000160473.1,2435,ENSMUSG00000033083,Tbc1d4,"TBC1 domain family, member 4"
chr14,104336864,104337111,248,*,"Intron (ENSMUST00000228095.1/ENSMUST00000228095.1, intron 1 of 4)",14,104463973,104465365,1393,2,18996,ENSMUST00000139505.1,128254,ENSMUSG00000048349,Pou4f1,"POU domain, class 4, transcription factor 1"
chr14,105288175,105288740,566,*,Promoter (3-4kb),14,105292289,105308869,16581,1,76273,ENSMUST00000149781.7,-3549,ENSMUSG00000053253,Ndfip2,Nedd4 family interacting protein 2
chr14,114948997,114949250,254,*,Promoter (3-4kb),14,114940227,114945948,5722,2,74982,ENSMUST00000227125.1,-3049,ENSMUSG00000115372,1700100I10Rik,RIKEN cDNA 1700100I10 gene
chr14,121478391,121478646,256,*,"Exon (ENSMUST00000088386.7/56643, exon 12 of 23)",14,121470656,121492469,21814,2,56643,ENSMUST00000227372.1,13823,ENSMUSG00000025557,Slc15a1,"solute carrier family 15 (oligopeptide transporter), member 1"
chr14,121905979,121906165,187,*,Promoter (9-10kb),14,121911253,121915781,4529,2,110168,ENSMUST00000055475.8,9616,ENSMUSG00000050350,Gpr18,G protein-coupled receptor 18
chr14,121916788,121916938,151,*,Promoter (<=1kb),14,121916203,121994450,78248,1,68889,ENSMUST00000227684.1,585,ENSMUSG00000041765,Ubac2,ubiquitin associated domain containing 2
chr14,122052956,122053130,175,*,Distal Intergenic,14,122034674,122038420,3747,1,223262,ENSMUST00000045976.6,18282,ENSMUSG00000071229,Timm8a2,translocase of inner mitochondrial membrane 8A2
chr15,4816873,4817229,357,*,Distal Intergenic,15,4765945,4791164,25220,1,12274,ENSMUST00000162729.1,50928,ENSMUSG00000022181,C6,complement component 6
chr15,5238656,5239048,393,*,Promoter (3-4kb),15,5206661,5242710,36050,2,19219,ENSMUST00000133966.1,3662,ENSMUSG00000039942,Ptger4,prostaglandin E receptor 4 (subtype EP4)
chr15,5432106,5432456,351,*,Distal Intergenic,15,5496266,5594984,98719,1,71432,ENSMUST00000211750.1,-63810,ENSMUSG00000110018,5430437J10Rik,RIKEN cDNA 5430437J10 gene
chr15,5446497,5446678,182,*,Distal Intergenic,15,5496266,5594984,98719,1,71432,ENSMUST00000211750.1,-49588,ENSMUSG00000110018,5430437J10Rik,RIKEN cDNA 5430437J10 gene
chr15,5517828,5518239,412,*,"Intron (ENSMUST00000211750.1/71432, intron 2 of 8)",15,5496318,5594983,98666,1,71432,ENSMUST00000228069.1,21510,ENSMUSG00000110018,5430437J10Rik,RIKEN cDNA 5430437J10 gene
chr15,5602063,5602330,268,*,Distal Intergenic,15,5496318,5594983,98666,1,71432,ENSMUST00000228069.1,105745,ENSMUSG00000110018,5430437J10Rik,RIKEN cDNA 5430437J10 gene
chr15,9529561,9529944,384,*,Promoter (<=1kb),15,9505788,9529828,24041,2,16197,ENSMUST00000228782.1,0,ENSMUSG00000003882,Il7r,interleukin 7 receptor
chr15,9562552,9562954,403,*,Distal Intergenic,15,9516409,9530176,13768,2,16197,ENSMUST00000228673.1,-32376,ENSMUSG00000003882,Il7r,interleukin 7 receptor
chr15,9569550,9569696,147,*,Distal Intergenic,15,9516409,9530176,13768,2,16197,ENSMUST00000228673.1,-39374,ENSMUSG00000003882,Il7r,interleukin 7 receptor
chr15,9570387,9570620,234,*,Distal Intergenic,15,9516409,9530176,13768,2,16197,ENSMUST00000228673.1,-40211,ENSMUSG00000003882,Il7r,interleukin 7 receptor
chr15,9870102,9870722,621,*,Distal Intergenic,15,9661546,9748868,87323,2,320277,ENSMUST00000041840.13,-121234,ENSMUSG00000072663,Spef2,sperm flagellar 2
chr15,11399835,11399996,162,*,Promoter (<=1kb),15,11382301,11399665,17365,2,110960,ENSMUST00000022849.6,-170,ENSMUSG00000022241,Tars,threonyl-tRNA synthetase
chr15,12013984,12014199,216,*,Distal Intergenic,15,11984041,11996983,12943,2,20024,ENSMUST00000110504.1,-17001,ENSMUSG00000022205,Sub1,"SUB1 homolog, transcriptional regulator"
chr15,25884280,25884772,493,*,"Intron (ENSMUST00000022881.14/66270, intron 1 of 8)",15,25910424,25966692,56269,1,66270,ENSMUST00000228600.1,-25652,ENSMUSG00000022270,Retreg1,reticulophagy regulator 1
chr15,27625214,27625629,416,*,Promoter (5-6kb),15,27608637,27630678,22042,2,432940,ENSMUST00000228439.1,5049,ENSMUSG00000046034,Otulin,OTU deubiquitinase with linear linkage specificity
chr15,30610809,30611137,329,*,"Intron (ENSMUST00000081728.6/18163, intron 3 of 22)",15,30646532,30671124,24593,1,18163,ENSMUST00000228753.1,-35395,ENSMUSG00000022240,Ctnnd2,"catenin (cadherin associated protein), delta 2"
chr15,31357018,31357261,244,*,"Intron (ENSMUST00000123325.8/67434, intron 1 of 3)",15,31293186,31367532,74347,2,67434,ENSMUST00000156679.1,10271,ENSMUSG00000022237,Ankrd33b,ankyrin repeat domain 33B
chr15,39354834,39355092,259,*,"Intron (ENSMUST00000082054.11/116838, intron 5 of 26)",15,39391800,39452232,60433,1,116838,ENSMUST00000228839.1,-36708,ENSMUSG00000037386,Rims2,regulating synaptic membrane exocytosis 2
chr15,39913288,39913596,309,*,"Intron (ENSMUST00000022916.12/239393, intron 1 of 6)",15,39878384,39943690,65307,2,239393,ENSMUST00000228575.1,30094,ENSMUSG00000022305,Lrp12,low density lipoprotein-related protein 12
chr15,44441015,44441308,294,*,Promoter (7-8kb),15,44433545,44435866,2322,1,223527,ENSMUST00000228372.1,7470,ENSMUSG00000022338,Eny2,ENY2 transcription and export complex 2 subunit
